inflight_hi,bw_hi,inflight_lo,bw_lo,phase,cwnd,timestamp
714,492443120,,,PROBE_BW_CRUISE,609,1778263610000
714,492443120,233.0,238172176.0,PROBE_BW_CRUISE,233,1778263610111
714,492443120,184.0,178320320.0,PROBE_BW_CRUISE,184,1778263610222
714,492443120,445.0,460483784.0,PROBE_BW_CRUISE,445,1778263610333
714,492443120,223.0,223876888.0,PROBE_BW_CRUISE,223,1778263610444
714,492443120,177.0,178883736.0,PROBE_BW_CRUISE,177,1778263610555
714,492443120,364.0,384149960.0,PROBE_BW_CRUISE,364,1778263610666
714,492443120,187.0,199669352.0,PROBE_BW_CRUISE,187,1778263610777
714,492443120,169.0,174259720.0,PROBE_BW_CRUISE,169,1778263610888
714,492443120,152.0,151790768.0,PROBE_BW_CRUISE,152,1778263611000
307,483466448,250.0,244898632.0,PROBE_BW_CRUISE,250,1778263611055
307,483466448,196.0,197197504.0,PROBE_BW_CRUISE,196,1778263611111
307,483466448,179.0,174576648.0,PROBE_BW_CRUISE,179,1778263611166
307,483466448,,,PROBE_BW_REFILL,237,1778263611222
714,492443120,150.0,149062760.0,PROBE_BW_CRUISE,150,1778263611277
307,483466448,243.0,239640088.0,PROBE_BW_CRUISE,243,1778263611333
307,483466448,209.0,215526456.0,PROBE_BW_CRUISE,209,1778263611388
307,483466448,165.0,160529232.0,PROBE_BW_CRUISE,165,1778263611444
209,284564192,291.0,284564192.0,PROBE_BW_CRUISE,178,1778263611499
714,492443120,149.0,147460200.0,PROBE_BW_CRUISE,149,1778263611555
307,483466448,235.0,218105328.0,PROBE_BW_CRUISE,235,1778263611610
307,483466448,207.0,212649312.0,PROBE_BW_CRUISE,207,1778263611666
307,483466448,162.0,159294688.0,PROBE_BW_CRUISE,162,1778263611721
209,284564192,173.0,170224672.0,PROBE_BW_CRUISE,173,1778263611777
307,483466448,209.0,206009848.0,PROBE_BW_CRUISE,209,1778263611832
307,483466448,171.0,163633544.0,PROBE_BW_CRUISE,171,1778263611888
209,284564192,206.0,215273752.0,PROBE_BW_CRUISE,178,1778263611943
209,284564192,154.0,150249664.0,PROBE_BW_CRUISE,154,1778263612000
209,284564192,131.0,123421832.0,PROBE_BW_CRUISE,131,1778263612055
209,284564192,115.0,111648104.0,PROBE_BW_CRUISE,115,1778263612111
203,215273752,159.0,164996512.0,PROBE_BW_CRUISE,159,1778263612166
203,215273752,137.0,131096296.0,PROBE_BW_CRUISE,137,1778263612222
209,284564192,153.0,148874264.0,PROBE_BW_CRUISE,153,1778263612277
209,284564192,122.0,121200616.0,PROBE_BW_CRUISE,122,1778263612333
209,284564192,114.0,112861928.0,PROBE_BW_CRUISE,114,1778263612388
203,215273752,155.0,152874792.0,PROBE_BW_CRUISE,155,1778263612444
203,215273752,129.0,125507712.0,PROBE_BW_CRUISE,129,1778263612499
209,284564192,145.0,139312080.0,PROBE_BW_CRUISE,145,1778263612555
209,284564192,120.0,121003144.0,PROBE_BW_CRUISE,120,1778263612610
209,284564192,110.0,106540768.0,PROBE_BW_CRUISE,110,1778263612666
203,215273752,151.0,147063880.0,PROBE_BW_CRUISE,151,1778263612721
203,215273752,128.0,125261904.0,PROBE_BW_CRUISE,128,1778263612777
209,284564192,144.0,141528456.0,PROBE_BW_CRUISE,144,1778263612832
