inflight_hi,bw_hi,inflight_lo,bw_lo,phase,cwnd,timestamp
374,83426920,366.0,83426920.0,PROBE_BW_CRUISE,319,1778264886000
374,83426920,,,PROBE_BW_CRUISE,319,1778264886499
374,83426920,314.0,70571240.0,PROBE_BW_CRUISE,314,1778264887000
374,83426920,306.0,67256344.0,PROBE_BW_CRUISE,306,1778264887058
374,83426920,290.0,64147200.0,PROBE_BW_CRUISE,290,1778264887117
374,83426920,284.0,62610240.0,PROBE_BW_CRUISE,284,1778264887176
374,83426920,273.0,60176368.0,PROBE_BW_CRUISE,273,1778264887235
374,83426920,366.0,83426920.0,PROBE_BW_CRUISE,319,1778264887293
374,83426920,302.0,66686712.0,PROBE_BW_CRUISE,302,1778264887352
374,83426920,297.0,65306488.0,PROBE_BW_CRUISE,297,1778264887411
374,83426920,282.0,61878352.0,PROBE_BW_CRUISE,282,1778264887470
374,83426920,278.0,60864752.0,PROBE_BW_CRUISE,278,1778264887528
374,83426920,309.0,68742904.0,PROBE_BW_CRUISE,309,1778264887587
374,83426920,295.0,65315464.0,PROBE_BW_CRUISE,295,1778264887646
374,83426920,268.0,58726400.0,PROBE_BW_CRUISE,268,1778264887705
374,83426920,313.0,69332560.0,PROBE_BW_CRUISE,313,1778264887763
374,83426920,289.0,63623832.0,PROBE_BW_CRUISE,289,1778264887822
374,83426920,279.0,61213432.0,PROBE_BW_CRUISE,279,1778264887881
374,83426920,270.0,59784184.0,PROBE_BW_CRUISE,270,1778264887940
374,83426920,261.0,57518784.0,PROBE_BW_CRUISE,261,1778264888000
374,83426920,252.0,55158096.0,PROBE_BW_CRUISE,252,1778264888058
374,83426920,236.0,52513640.0,PROBE_BW_CRUISE,236,1778264888117
374,83426920,231.0,50915224.0,PROBE_BW_CRUISE,231,1778264888176
374,83426920,220.0,48863864.0,PROBE_BW_CRUISE,220,1778264888235
374,83426920,242.0,53761992.0,PROBE_BW_CRUISE,242,1778264888293
374,83426920,219.0,48816224.0,PROBE_BW_CRUISE,219,1778264888352
374,83426920,253.0,55901032.0,PROBE_BW_CRUISE,253,1778264888411
374,83426920,240.0,53125384.0,PROBE_BW_CRUISE,240,1778264888470
374,83426920,232.0,51285312.0,PROBE_BW_CRUISE,232,1778264888528
374,83426920,225.0,50082528.0,PROBE_BW_CRUISE,225,1778264888587
374,83426920,216.0,48218976.0,PROBE_BW_CRUISE,216,1778264888646
374,83426920,261.0,57773560.0,PROBE_BW_CRUISE,261,1778264888705
