inflight_hi,bw_hi,inflight_lo,bw_lo,phase,cwnd,timestamp
19,19289384,16.0,15711416.0,PROBE_BW_CRUISE,16,1778044922000
19,19289384,,,PROBE_BW_REFILL,19,1778044922499
16,16588992,,,PROBE_BW_REFILL,16,1778044923000
11,15154904,11.0,12703776.0,PROBE_BW_CRUISE,10,1778044923076
8,9373680,,,PROBE_BW_REFILL,8,1778044923153
18,17500400,15.0,13842344.0,PROBE_BW_CRUISE,15,1778044923230
16,17262880,14.0,12351640.0,PROBE_BW_CRUISE,14,1778044923307
16,15935816,,,PROBE_BW_REFILL,16,1778044923384
10,9373680,,,PROBE_BW_UP,10,1778044923461
18,17500400,14.0,12718960.0,PROBE_BW_CRUISE,14,1778044923537
16,17262880,,,PROBE_BW_DOWN,16,1778044923614
15,15742488,15.0,15268144.0,PROBE_BW_CRUISE,13,1778044923691
23,10524680,,,PROBE_BW_UP,23,1778044923768
18,17500400,,,PROBE_BW_DOWN,18,1778044923845
16,15894392,,,PROBE_BW_CRUISE,14,1778044923922
16,14621872,,,PROBE_BW_REFILL,16,1778044924000
16,14508640,15.0,14487920.0,PROBE_BW_CRUISE,14,1778044924083
14,14193784,,,PROBE_BW_CRUISE,12,1778044924166
10,12722416,13.0,11161288.0,PROBE_BW_CRUISE,9,1778044924249
18,17151024,17.0,15145240.0,PROBE_BW_CRUISE,16,1778044924333
16,14508640,,,PROBE_BW_REFILL,16,1778044924416
16,15300592,,,PROBE_BW_REFILL,16,1778044924499
10,12722416,,,PROBE_BW_REFILL,10,1778044924582
18,17151024,14.0,13741536.0,PROBE_BW_CRUISE,14,1778044924666
16,14508640,,,PROBE_BW_DOWN,16,1778044924749
14,14911176,15.0,13547512.0,PROBE_BW_DOWN,14,1778044924832
10,10406616,,,PROBE_BW_REFILL,10,1778044924915
11,15547776,,,PROBE_BW_CRUISE,10,1778044925000
9,9787960,8.0,7618536.0,PROBE_BW_CRUISE,8,1778044925076
9,8413944,,,PROBE_BW_CRUISE,8,1778044925153
8,9323968,8.0,9323968.0,PROBE_BW_CRUISE,7,1778044925230
8,7307824,7.0,6514488.0,PROBE_BW_CRUISE,7,1778044925307
10,8809576,10.0,8809576.0,PROBE_BW_CRUISE,9,1778044925384
9,9787960,,,PROBE_BW_REFILL,9,1778044925461
9,8547896,,,PROBE_BW_CRUISE,8,1778044925537
8,9323968,,,PROBE_BW_REFILL,8,1778044925614
18,17151024,14.0,13741536.0,PROBE_BW_CRUISE,14,1778044925691
10,9263208,10.0,8809576.0,PROBE_BW_CRUISE,9,1778044925768
9,9787960,,,PROBE_BW_CRUISE,8,1778044925845
8,7159376,,,PROBE_BW_CRUISE,7,1778044925922
5,3795456,,,PROBE_BW_UP,5,1778044926000
15,11302832,,,PROBE_BW_UP,15,1778044926076
10,12689272,13.0,11427112.0,PROBE_BW_CRUISE,9,1778044926153
18,17467952,20.0,16519256.0,PROBE_BW_CRUISE,16,1778044926230
14,15500136,13.0,13064888.0,PROBE_BW_CRUISE,12,1778044926307
8,7307824,,,PROBE_BW_REFILL,8,1778044926384
12,4639200,,,PROBE_BW_UP,12,1778044926461
15,16252736,17.0,16252736.0,PROBE_BW_CRUISE,13,1778044926537
10,12689272,,,PROBE_BW_DOWN,10,1778044926614
5,7307824,,,PROBE_BW_DOWN,5,1778044926691
12,5938648,,,PROBE_BW_UP,12,1778044926768
10,9678176,,,PROBE_BW_REFILL,10,1778044926845
