inflight_hi,bw_hi,inflight_lo,bw_lo,phase,cwnd,timestamp
21,19919776,17.0,18103864.0,PROBE_BW_CRUISE,17,1778043652000
16,18234360,16.0,17677160.0,PROBE_BW_CRUISE,14,1778043652199
16,15779776,16.0,14341544.0,PROBE_BW_CRUISE,14,1778043652399
16,16994296,14.0,14515544.0,PROBE_BW_CRUISE,14,1778043652599
16,15817056,15.0,14710944.0,PROBE_BW_CRUISE,14,1778043652799
16,15927536,15.0,14837984.0,PROBE_BW_CRUISE,14,1778043653000
16,16524088,19.0,15937200.0,PROBE_BW_CRUISE,14,1778043653249
16,15399328,,,PROBE_BW_CRUISE,14,1778043653499
18,17955416,16.0,15808080.0,PROBE_BW_CRUISE,16,1778043653749
18,16874152,18.0,16456424.0,PROBE_BW_CRUISE,16,1778043654000
18,17986488,15.0,13377664.0,PROBE_BW_CRUISE,15,1778043654199
16,16249976,16.0,16249976.0,PROBE_BW_CRUISE,14,1778043654399
16,16684280,17.0,14812440.0,PROBE_BW_CRUISE,14,1778043654599
16,16156768,17.0,16156768.0,PROBE_BW_CRUISE,14,1778043654799
16,15400712,15.0,14487920.0,PROBE_BW_CRUISE,14,1778043655000
16,16878984,17.0,15112096.0,PROBE_BW_CRUISE,14,1778043655199
14,16049744,17.0,16049744.0,PROBE_BW_CRUISE,12,1778043655399
16,14988504,18.0,14988504.0,PROBE_BW_CRUISE,14,1778043655599
16,16080816,16.0,14840056.0,PROBE_BW_CRUISE,14,1778043655799
18,17220072,18.0,17142048.0,PROBE_BW_CRUISE,16,1778043656000
19,17935392,19.0,16714656.0,PROBE_BW_CRUISE,17,1778043656199
17,17032960,18.0,17032960.0,PROBE_BW_CRUISE,15,1778043656399
16,16593824,18.0,15901296.0,PROBE_BW_CRUISE,14,1778043656599
16,16354928,16.0,15091384.0,PROBE_BW_CRUISE,14,1778043656799
16,16562064,16.0,15847440.0,PROBE_RTT,7,1778043657000
18,16356304,,,PROBE_BW_UP,18,1778043657249
16,16223048,,,PROBE_BW_DOWN,16,1778043657499
16,15886792,,,PROBE_BW_REFILL,16,1778043657749
16,16006936,,,PROBE_BW_REFILL,16,1778043658000
16,17209720,,,PROBE_BW_UP,16,1778043658199
16,16530992,,,PROBE_BW_REFILL,16,1778043658399
