inflight_hi,bw_hi,inflight_lo,bw_lo,phase,cwnd,timestamp
129,116165784,91.0,91845016.0,PROBE_BW_CRUISE,91,1778249661000
129,116165784,81.0,78595080.0,PROBE_BW_CRUISE,81,1778249661199
129,116165784,87.0,85663320.0,PROBE_BW_CRUISE,87,1778249661399
129,116165784,96.0,87310072.0,PROBE_BW_CRUISE,96,1778249661599
129,116165784,82.0,81118024.0,PROBE_BW_CRUISE,82,1778249661799
129,116165784,71.0,71539960.0,PROBE_BW_CRUISE,71,1778249662000
129,115594776,127.0,115594776.0,PROBE_BW_CRUISE,110,1778249662062
129,115594776,99.0,100616616.0,PROBE_BW_CRUISE,99,1778249662124
129,115594776,89.0,86723176.0,PROBE_BW_CRUISE,89,1778249662187
129,115594776,85.0,87544824.0,PROBE_BW_CRUISE,85,1778249662249
129,116165784,77.0,75318848.0,PROBE_BW_CRUISE,77,1778249662312
129,116165784,70.0,70732808.0,PROBE_BW_CRUISE,70,1778249662374
129,115594776,108.0,107977616.0,PROBE_BW_CRUISE,108,1778249662437
129,115594776,98.0,97635904.0,PROBE_BW_CRUISE,98,1778249662499
129,115594776,88.0,85793128.0,PROBE_BW_CRUISE,88,1778249662561
129,116165784,73.0,70994496.0,PROBE_BW_CRUISE,73,1778249662624
129,116165784,66.0,66224800.0,PROBE_BW_CRUISE,66,1778249662686
129,115594776,105.0,106723048.0,PROBE_BW_CRUISE,105,1778249662749
129,115594776,91.0,88729656.0,PROBE_BW_CRUISE,91,1778249662811
129,115594776,86.0,86228120.0,PROBE_BW_CRUISE,86,1778249662874
129,116165784,67.0,69890448.0,PROBE_BW_CRUISE,67,1778249662936
103,116448184,84.0,76747408.0,PROBE_BW_CRUISE,84,1778249663000
103,116448184,77.0,74183040.0,PROBE_BW_CRUISE,77,1778249663071
103,116448184,67.0,73762552.0,PROBE_BW_CRUISE,67,1778249663142
88,116448184,74.0,75240824.0,PROBE_BW_CRUISE,74,1778249663214
129,115594776,84.0,85612232.0,PROBE_BW_CRUISE,84,1778249663285
103,116448184,78.0,75621272.0,PROBE_BW_CRUISE,78,1778249663356
103,116448184,74.0,76832336.0,PROBE_BW_CRUISE,74,1778249663428
103,116448184,66.0,65327888.0,PROBE_BW_CRUISE,66,1778249663499
88,116448184,73.0,75577768.0,PROBE_BW_CRUISE,73,1778249663570
103,116448184,87.0,92897272.0,PROBE_BW_CRUISE,87,1778249663642
103,116448184,78.0,75479728.0,PROBE_BW_CRUISE,78,1778249663713
103,116448184,67.0,69061896.0,PROBE_BW_CRUISE,67,1778249663784
88,116448184,88.0,97219552.0,PROBE_BW_CRUISE,75,1778249663856
88,116448184,71.0,71760904.0,PROBE_BW_CRUISE,71,1778249663927
88,116448184,70.0,71468152.0,PROBE_BW_CRUISE,70,1778249664000
88,116448184,55.0,50462280.0,PROBE_BW_CRUISE,55,1778249664066
82,97219552,69.0,69621864.0,PROBE_BW_CRUISE,69,1778249664133
82,97219552,55.0,59124792.0,PROBE_BW_CRUISE,55,1778249664199
82,97219552,,,PROBE_BW_CRUISE,70,1778249664266
88,116448184,69.0,70344080.0,PROBE_BW_CRUISE,69,1778249664333
88,116448184,56.0,55816800.0,PROBE_BW_CRUISE,56,1778249664399
82,97219552,65.0,62616448.0,PROBE_BW_CRUISE,65,1778249664466
82,97219552,52.0,53378096.0,PROBE_BW_CRUISE,52,1778249664532
67,82001808,58.0,62563288.0,PROBE_BW_CRUISE,58,1778249664599
88,116448184,65.0,61919088.0,PROBE_BW_CRUISE,65,1778249664666
82,97219552,70.0,69329792.0,PROBE_BW_CRUISE,70,1778249664732
82,97219552,55.0,56942248.0,PROBE_BW_CRUISE,55,1778249664799
82,97219552,51.0,50978056.0,PROBE_BW_CRUISE,51,1778249664865
67,82001808,57.0,56945008.0,PROBE_BW_CRUISE,57,1778249664932
67,82001808,57.0,56492072.0,PROBE_BW_CRUISE,57,1778249665000
67,82001808,52.0,54390312.0,PROBE_BW_CRUISE,52,1778249665071
60,72217304,49.0,47645896.0,PROBE_BW_CRUISE,49,1778249665142
60,72217304,42.0,42634536.0,PROBE_BW_CRUISE,42,1778249665214
46,57982776,38.0,35252824.0,PROBE_BW_CRUISE,38,1778249665285
67,82001808,54.0,57145248.0,PROBE_BW_CRUISE,54,1778249665356
67,82001808,50.0,50525800.0,PROBE_BW_CRUISE,50,1778249665428
60,72217304,47.0,45725032.0,PROBE_BW_CRUISE,47,1778249665499
46,57982776,36.0,31574744.0,PROBE_BW_CRUISE,36,1778249665570
67,82001808,53.0,54385472.0,PROBE_BW_CRUISE,53,1778249665642
60,72217304,52.0,55314144.0,PROBE_BW_CRUISE,52,1778249665713
60,72217304,42.0,39131832.0,PROBE_BW_CRUISE,42,1778249665784
46,57982776,56.0,57982776.0,PROBE_BW_CRUISE,40,1778249665856
46,57982776,11.0,10974864.0,PROBE_RTT,5,1778249665927
46,57982776,11.0,10974864.0,PROBE_RTT,5,1778249666000
46,57982776,34.0,30521096.0,PROBE_BW_CRUISE,34,1778249666076
41,45038712,45.0,45038712.0,PROBE_BW_CRUISE,35,1778249666153
41,45038712,34.0,30840088.0,PROBE_BW_CRUISE,34,1778249666230
41,43882888,34.0,32903880.0,PROBE_BW_CRUISE,34,1778249666307
46,57982776,33.0,29519240.0,PROBE_BW_CRUISE,33,1778249666384
41,45038712,34.0,31781192.0,PROBE_BW_CRUISE,34,1778249666461
41,45038712,32.0,28553976.0,PROBE_BW_CRUISE,32,1778249666537
41,43882888,33.0,32596624.0,PROBE_BW_CRUISE,33,1778249666614
46,57982776,38.0,33046112.0,PROBE_BW_CRUISE,38,1778249666691
46,57982776,,,PROBE_BW_REFILL,36,1778249666768
41,43882888,34.0,31625144.0,PROBE_BW_CRUISE,34,1778249666845
46,57982776,,,PROBE_BW_REFILL,38,1778249666922
29,37479560,40.0,37479560.0,PROBE_BW_CRUISE,25,1778249667000
29,37479560,,,PROBE_BW_UP,29,1778249667066
29,27851088,24.0,23220864.0,PROBE_BW_CRUISE,24,1778249667133
25,25778328,21.0,19294904.0,PROBE_BW_CRUISE,21,1778249667199
24,25956464,19.0,19850040.0,PROBE_BW_CRUISE,19,1778249667266
29,37479560,25.0,23005440.0,PROBE_BW_CRUISE,25,1778249667333
29,27851088,25.0,24015584.0,PROBE_BW_CRUISE,25,1778249667399
25,25778328,,,PROBE_BW_CRUISE,22,1778249667466
25,24677736,,,PROBE_BW_UP,25,1778249667532
24,25956464,,,PROBE_BW_REFILL,22,1778249667599
41,43882888,,,PROBE_BW_REFILL,41,1778249667666
29,37479560,24.0,22916368.0,PROBE_BW_CRUISE,24,1778249667732
29,27851088,24.0,23448024.0,PROBE_BW_CRUISE,24,1778249667799
25,25778328,22.0,20060624.0,PROBE_BW_CRUISE,22,1778249667865
24,25956464,20.0,18607208.0,PROBE_BW_CRUISE,20,1778249667932
19,21949032,16.0,13447400.0,PROBE_BW_CRUISE,16,1778249668000
17,16372192,18.0,16372192.0,PROBE_BW_CRUISE,15,1778249668083
17,15944792,15.0,15234312.0,PROBE_BW_CRUISE,15,1778249668166
17,16196120,,,PROBE_BW_CRUISE,15,1778249668249
17,15518088,14.0,13746368.0,PROBE_BW_CRUISE,14,1778249668333
18,18233672,19.0,17978200.0,PROBE_BW_CRUISE,16,1778249668416
17,16372192,14.0,12395832.0,PROBE_BW_CRUISE,14,1778249668499
17,15944792,,,PROBE_BW_DOWN,17,1778249668582
14,15918560,,,PROBE_BW_DOWN,14,1778249668666
19,21949032,16.0,15765968.0,PROBE_BW_CRUISE,16,1778249668749
18,18233672,,,PROBE_BW_REFILL,18,1778249668832
17,15518088,15.0,13641416.0,PROBE_BW_CRUISE,15,1778249668915
14,13883768,,,PROBE_BW_REFILL,14,1778249669000
13,13506088,14.0,13103552.0,PROBE_BW_CRUISE,12,1778249669076
13,12707224,12.0,11710200.0,PROBE_BW_CRUISE,12,1778249669153
12,10820200,,,PROBE_BW_UP,12,1778249669230
