inflight_hi,bw_hi,inflight_lo,bw_lo,phase,cwnd,timestamp
625,68925880,,,PROBE_BW_CRUISE,533,1778271320000
641,74011112,539.0,61702280.0,PROBE_BW_CRUISE,539,1778271320062
641,74011112,,,PROBE_BW_CRUISE,546,1778271320124
601,67026424,,,PROBE_BW_CRUISE,512,1778271320187
625,72075064,,,PROBE_BW_CRUISE,533,1778271320249
641,74011112,,,PROBE_BW_CRUISE,536,1778271320312
601,67212848,,,PROBE_BW_CRUISE,512,1778271320374
588,65848496,,,PROBE_BW_CRUISE,501,1778271320437
641,74011112,649.0,74011112.0,PROBE_BW_CRUISE,546,1778271320499
641,74011112,539.0,61712640.0,PROBE_BW_CRUISE,539,1778271320561
641,74011112,,,PROBE_BW_CRUISE,540,1778271320624
641,74011112,,,PROBE_BW_CRUISE,544,1778271320686
641,74011112,,,PROBE_BW_CRUISE,534,1778271320749
625,70896448,,,PROBE_BW_CRUISE,533,1778271320811
625,68682832,,,PROBE_BW_CRUISE,533,1778271320874
565,62769736,,,PROBE_BW_CRUISE,481,1778271320936
641,74011112,530.0,59971296.0,PROBE_BW_CRUISE,530,1778271321000
641,74011112,521.0,58679448.0,PROBE_BW_CRUISE,521,1778271321111
641,74011112,512.0,57752848.0,PROBE_BW_CRUISE,512,1778271321222
641,74011112,507.0,56478952.0,PROBE_BW_CRUISE,507,1778271321333
641,74011112,485.0,54415856.0,PROBE_BW_CRUISE,485,1778271321444
641,74011112,507.0,56497592.0,PROBE_BW_CRUISE,507,1778271321555
641,74011112,527.0,59243552.0,PROBE_BW_CRUISE,527,1778271321666
641,74011112,497.0,55912080.0,PROBE_BW_CRUISE,497,1778271321777
641,74011112,483.0,54269480.0,PROBE_BW_CRUISE,483,1778271321888
641,74011112,475.0,53241384.0,PROBE_BW_CRUISE,475,1778271322000
641,74011112,469.0,52700752.0,PROBE_BW_CRUISE,469,1778271322071
641,74011112,457.0,51261144.0,PROBE_BW_CRUISE,457,1778271322142
641,74011112,,,PROBE_BW_REFILL,641,1778271322214
498,70658240,628.0,70658240.0,PROBE_BW_CRUISE,425,1778271322285
641,74011112,467.0,52372096.0,PROBE_BW_CRUISE,467,1778271322356
641,74011112,483.0,54269480.0,PROBE_BW_CRUISE,483,1778271322428
641,74011112,,,PROBE_BW_REFILL,637,1778271322499
641,74011112,456.0,51060912.0,PROBE_BW_CRUISE,456,1778271322570
498,74011112,,,PROBE_BW_DOWN,498,1778271322642
476,74011112,,,PROBE_BW_DOWN,476,1778271322713
478,74011112,,,PROBE_BW_DOWN,478,1778271322784
467,74011112,,,PROBE_BW_DOWN,467,1778271322856
641,74011112,,,PROBE_BW_REFILL,576,1778271322927
498,70658240,487.0,54966840.0,PROBE_BW_CRUISE,425,1778271323000
498,70658240,414.0,46039880.0,PROBE_BW_CRUISE,414,1778271323099
498,70658240,410.0,45224448.0,PROBE_BW_CRUISE,410,1778271323199
498,70658240,404.0,45186472.0,PROBE_BW_CRUISE,404,1778271323299
498,70658240,394.0,43893240.0,PROBE_BW_CRUISE,394,1778271323399
498,70658240,420.0,48061552.0,PROBE_BW_CRUISE,420,1778271323499
498,70658240,408.0,46152424.0,PROBE_BW_CRUISE,408,1778271323599
498,70658240,400.0,44986240.0,PROBE_BW_CRUISE,400,1778271323699
498,70658240,628.0,70658240.0,PROBE_BW_CRUISE,425,1778271323799
498,70658240,391.0,43804176.0,PROBE_BW_CRUISE,391,1778271323899
498,70658240,385.0,43106808.0,PROBE_BW_CRUISE,385,1778271324000
498,70658240,378.0,42234064.0,PROBE_BW_CRUISE,378,1778271324099
498,70658240,367.0,41049928.0,PROBE_BW_CRUISE,367,1778271324199
498,70658240,369.0,41477320.0,PROBE_BW_CRUISE,369,1778271324299
498,70658240,364.0,40560392.0,PROBE_BW_CRUISE,364,1778271324399
498,70658240,361.0,40737840.0,PROBE_BW_CRUISE,361,1778271324499
498,70658240,374.0,42078024.0,PROBE_BW_CRUISE,374,1778271324599
498,70658240,391.0,43804176.0,PROBE_BW_CRUISE,391,1778271324699
498,70658240,383.0,42550296.0,PROBE_BW_CRUISE,383,1778271324799
498,70658240,352.0,39543344.0,PROBE_BW_CRUISE,352,1778271324899
498,70658240,349.0,38719624.0,PROBE_BW_CRUISE,349,1778271325000
498,70658240,,,PROBE_BW_REFILL,362,1778271325043
364,55254072,,,PROBE_BW_CRUISE,310,1778271325086
364,55254072,349.0,39350016.0,PROBE_RTT,170,1778271325130
364,55254072,217.0,38850120.0,PROBE_BW_CRUISE,217,1778271325173
498,70658240,,,PROBE_BW_REFILL,476,1778271325217
364,55254072,486.0,55254072.0,PROBE_RTT,239,1778271325260
498,70658240,,,PROBE_BW_REFILL,454,1778271325304
498,70658240,341.0,38071968.0,PROBE_BW_CRUISE,341,1778271325347
364,70658240,,,PROBE_BW_CRUISE,310,1778271325390
498,70658240,,,PROBE_BW_REFILL,374,1778271325434
498,70658240,,,PROBE_BW_REFILL,383,1778271325477
498,70658240,,,PROBE_BW_REFILL,389,1778271325521
498,70658240,352.0,39543344.0,PROBE_BW_CRUISE,352,1778271325564
498,70658240,340.0,37890384.0,PROBE_BW_CRUISE,340,1778271325608
498,70658240,,,PROBE_BW_DOWN,498,1778271325651
498,70658240,,,PROBE_BW_REFILL,498,1778271325694
498,70658240,,,PROBE_BW_REFILL,394,1778271325738
498,70658240,,,PROBE_BW_REFILL,400,1778271325781
498,70658240,,,PROBE_BW_REFILL,368,1778271325825
498,70658240,,,PROBE_BW_REFILL,479,1778271325868
498,70658240,,,PROBE_BW_REFILL,494,1778271325912
498,70658240,,,PROBE_BW_REFILL,356,1778271325955
364,55254072,214.0,23975536.0,PROBE_BW_CRUISE,214,1778271326000
