inflight_hi,bw_hi,inflight_lo,bw_lo,phase,cwnd,timestamp
172,19327360,,,DRAIN,347,1778058994000
172,19497904,174.0,19497904.0,PROBE_BW_CRUISE,147,1778058995000
172,19497904,146.0,16676680.0,PROBE_BW_CRUISE,146,1778058995111
172,19497904,146.0,16770584.0,PROBE_BW_CRUISE,146,1778058995222
172,19497904,,,PROBE_BW_CRUISE,147,1778058995333
172,19375688,,,DRAIN,349,1778058995444
172,19375688,,,PROBE_BW_CRUISE,147,1778058995555
172,19375688,,,DRAIN,348,1778058995666
172,19375688,,,PROBE_BW_DOWN,172,1778058995777
172,19327360,,,DRAIN,347,1778058995888
172,19497904,146.0,16770584.0,PROBE_BW_CRUISE,146,1778058996000
172,19497904,146.0,16770584.0,PROBE_BW_CRUISE,146,1778058997000
172,19497904,,,PROBE_BW_REFILL,172,1778058997124
171,19497904,,,PROBE_BW_DOWN,171,1778058997249
174,19293528,171.0,19031152.0,PROBE_BW_DOWN,171,1778058997374
174,19293528,171.0,19031152.0,PROBE_BW_CRUISE,149,1778058997499
172,19497904,,,PROBE_BW_UP,172,1778058997624
174,19293528,168.0,19192720.0,PROBE_BW_DOWN,168,1778058997749
171,19497904,168.0,19192720.0,PROBE_BW_DOWN,168,1778058997874
174,19293528,171.0,19031152.0,PROBE_BW_CRUISE,149,1778058998000
174,19293528,171.0,19031152.0,PROBE_BW_CRUISE,149,1778058999000
174,19293528,171.0,19031152.0,PROBE_BW_CRUISE,149,1778059000000
174,19293528,171.0,19031152.0,PROBE_RTT,83,1778059000249
174,19293528,,,PROBE_BW_CRUISE,149,1778059000499
174,19293528,149.0,16807176.0,PROBE_BW_CRUISE,149,1778059000749
174,19293528,149.0,16807176.0,PROBE_BW_CRUISE,149,1778059001000
174,19293528,149.0,16807176.0,PROBE_BW_CRUISE,149,1778059002000
174,19293528,149.0,16807176.0,PROBE_BW_CRUISE,149,1778059003000
174,19293528,,,PROBE_BW_DOWN,174,1778059003166
172,19245192,172.0,19245192.0,PROBE_BW_DOWN,172,1778059003333
174,19293528,,,PROBE_BW_REFILL,174,1778059003499
172,19245192,,,PROBE_BW_DOWN,172,1778059003666
174,19293528,,,PROBE_BW_UP,174,1778059003832
