inflight_hi,bw_hi,inflight_lo,bw_lo,phase,cwnd,timestamp
690,484707896,,,PROBE_BW_CRUISE,588,1778262338000
690,484707896,336.0,347874560.0,PROBE_BW_CRUISE,336,1778262339000
690,484707896,243.0,230512896.0,PROBE_BW_CRUISE,243,1778262339055
690,484707896,190.0,189605888.0,PROBE_BW_CRUISE,190,1778262339111
242,473322896,203.0,209083080.0,PROBE_BW_CRUISE,203,1778262339166
242,473322896,171.0,160934528.0,PROBE_BW_CRUISE,171,1778262339222
690,484707896,406.0,431648792.0,PROBE_BW_CRUISE,406,1778262339277
690,484707896,282.0,278990112.0,PROBE_BW_CRUISE,282,1778262339333
690,484707896,207.0,210162960.0,PROBE_BW_CRUISE,207,1778262339388
690,484707896,,,PROBE_BW_REFILL,247,1778262339444
242,473322896,193.0,186449800.0,PROBE_BW_CRUISE,193,1778262339499
690,484707896,209.0,207254744.0,PROBE_BW_CRUISE,209,1778262339555
690,484707896,,,PROBE_BW_REFILL,301,1778262339610
690,484707896,374.0,391198864.0,PROBE_BW_CRUISE,374,1778262339666
690,484707896,251.0,255617336.0,PROBE_BW_CRUISE,251,1778262339721
690,484707896,207.0,201771112.0,PROBE_BW_CRUISE,207,1778262339777
242,473322896,236.0,247300744.0,PROBE_BW_CRUISE,207,1778262339832
242,473322896,190.0,183739048.0,PROBE_BW_CRUISE,190,1778262339888
690,484707896,,,PROBE_BW_REFILL,273,1778262339943
242,473322896,141.0,129885224.0,PROBE_BW_CRUISE,141,1778262340000
242,473322896,121.0,123948648.0,PROBE_BW_CRUISE,121,1778262340071
170,247300744,130.0,130571544.0,PROBE_BW_CRUISE,130,1778262340142
170,247300744,115.0,116535176.0,PROBE_BW_CRUISE,115,1778262340214
242,473322896,150.0,142466792.0,PROBE_BW_CRUISE,150,1778262340285
242,473322896,129.0,123834032.0,PROBE_BW_CRUISE,129,1778262340356
170,247300744,139.0,137791688.0,PROBE_BW_CRUISE,139,1778262340428
170,247300744,119.0,119660896.0,PROBE_BW_CRUISE,119,1778262340499
