inflight_hi,inflight_lo,bw_hi,bw_lo,phase,version,cwnd,timestamp
201,363,41027832,41027832,PROBE_BW_CRUISE,3,172,1778065543000
201,179,41027832,20282952,PROBE_BW_CRUISE,3,172,1778065544000
201,165,41027832,18618256,PROBE_BW_CRUISE,3,165,1778065545000
201,195,22433736,28847424,PROBE_BW_CRUISE,3,172,1778065546000
201,163,22433736,18314456,PROBE_BW_CRUISE,3,163,1778065547000
201,156,22433736,17508688,PROBE_BW_CRUISE,3,156,1778065548000
201,148,22433736,16852056,PROBE_RTT,3,73,1778065549000
201,162,22433736,18348288,PROBE_BW_CRUISE,3,162,1778065550000
201,156,22433736,17526640,PROBE_BW_CRUISE,3,156,1778065551000
197,167,21768136,19092600,PROBE_BW_CRUISE,3,167,1778065552000
197,156,21768136,17585328,PROBE_BW_CRUISE,3,156,1778065553000
197,187,21768136,20875368,PROBE_RTT,3,91,1778065554000
197,144,21768136,16263096,PROBE_BW_CRUISE,3,144,1778065555000
197,148,21768136,16375640,PROBE_BW_CRUISE,3,148,1778065556000
220,216,24236528,24236528,PROBE_BW_CRUISE,3,188,1778065557006
220,180,24236528,20309880,PROBE_BW_CRUISE,3,180,1778065558000
220,169,24236528,19049792,PROBE_BW_CRUISE,3,169,1778065559000
220,132,24415360,17166912,PROBE_BW_CRUISE,3,132,1778065560000
220,166,24415360,18877872,PROBE_BW_CRUISE,3,166,1778065561000
220,157,24415360,17687512,PROBE_BW_CRUISE,3,157,1778065562000
215,178,24415360,19875584,PROBE_BW_CRUISE,3,178,1778065563000
215,170,24415360,18913776,PROBE_BW_CRUISE,3,170,1778065564000
215,192,24415360,21739824,PROBE_RTT,3,94,1778065565000
215,176,24415360,19885248,PROBE_BW_CRUISE,3,176,1778065566000
215,161,24415360,18151504,PROBE_BW_CRUISE,3,161,1778065567000
213,208,24010056,23198768,PROBE_BW_CRUISE,3,182,1778065568000
213,178,24010056,20134504,PROBE_BW_CRUISE,3,178,1778065569000
213,167,24010056,18841272,PROBE_BW_CRUISE,3,167,1778065570000
213,211,23376904,23376904,PROBE_BW_CRUISE,3,182,1778065571000
213,133,23376904,14829008,PROBE_BW_CRUISE,3,133,1778065572000
213,139,23376904,15759752,PROBE_BW_CRUISE,3,139,1778065573000
180,202,22411640,22411640,PROBE_BW_CRUISE,3,154,1778065574000
180,146,22411640,16310736,PROBE_BW_CRUISE,3,146,1778065575000
180,138,22411640,15453880,PROBE_BW_CRUISE,3,138,1778065576000
180,151,20421736,17063336,PROBE_BW_CRUISE,3,151,1778065577000
180,136,20421736,15204624,PROBE_BW_CRUISE,3,136,1778065578000
180,121,20421736,13608280,PROBE_BW_CRUISE,3,121,1778065579000
