inflight_hi,inflight_lo,bw_hi,bw_lo,phase,version,cwnd,timestamp
418,640,96241864,96241864,PROBE_BW_CRUISE,2,356,1778037115000
418,345,96241864,77302536,PROBE_BW_CRUISE,2,345,1778037116000
418,278,96241864,61296984,PROBE_BW_CRUISE,2,278,1778037117000
418,227,96241864,50645944,PROBE_BW_CRUISE,2,227,1778037118000
418,351,89103192,79263448,PROBE_BW_CRUISE,2,351,1778037119000
418,253,89103192,56112312,PROBE_BW_CRUISE,2,253,1778037120000
418,217,89103192,48346712,PROBE_BW_CRUISE,2,217,1778037121000
272,216,85252496,47922768,PROBE_BW_CRUISE,2,216,1778037122000
272,175,85252496,37850336,PROBE_BW_CRUISE,2,175,1778037123000
272,163,85252496,35747192,PROBE_BW_CRUISE,2,163,1778037124000
225,174,59947824,38041592,PROBE_BW_CRUISE,2,174,1778037125000
225,147,59947824,32048400,PROBE_BW_CRUISE,2,147,1778037126000
225,181,50130168,39048280,PROBE_BW_CRUISE,2,181,1778037127000
225,162,50130168,35429584,PROBE_BW_CRUISE,2,162,1778037128000
225,140,50130168,30601880,PROBE_BW_CRUISE,2,140,1778037129000
225,173,48356376,37947000,PROBE_BW_CRUISE,2,173,1778037130000
225,150,48356376,32337696,PROBE_BW_CRUISE,2,150,1778037131000
225,123,48356376,26907232,PROBE_BW_CRUISE,2,123,1778037132000
214,154,47705272,33502504,PROBE_BW_CRUISE,2,154,1778037133000
214,141,47705272,30397504,PROBE_BW_CRUISE,2,141,1778037134000
214,178,46405824,38761048,PROBE_BW_CRUISE,2,178,1778037135000
214,149,46405824,32373600,PROBE_BW_CRUISE,2,149,1778037136000
214,130,46405824,28375840,PROBE_BW_CRUISE,2,130,1778037137000
141,117,45210640,25331600,PROBE_BW_CRUISE,2,117,1778037138000
141,107,45210640,23771160,PROBE_BW_CRUISE,2,107,1778037139000
141,117,31091416,25468312,PROBE_BW_CRUISE,2,117,1778037140000
141,107,31091416,23320288,PROBE_BW_CRUISE,2,107,1778037141000
124,134,29116016,29116016,PROBE_BW_CRUISE,2,106,1778037142000
124,97,29116016,21190216,PROBE_BW_CRUISE,2,97,1778037143000
124,87,29116016,19080864,PROBE_BW_CRUISE,2,87,1778037144000
115,96,29116016,21027960,PROBE_BW_CRUISE,2,96,1778037145000
115,86,29116016,18315832,PROBE_BW_CRUISE,2,86,1778037146000
115,113,24440904,24440904,PROBE_BW_CRUISE,2,98,1778037147000
115,87,24440904,19074648,PROBE_BW_CRUISE,2,87,1778037148000
115,78,24440904,16913512,PROBE_BW_CRUISE,2,78,1778037149000
111,92,24656328,19845896,PROBE_BW_CRUISE,2,92,1778037150000
111,89,24656328,19730584,PROBE_BW_CRUISE,2,89,1778037151000
111,91,24083248,19981224,PROBE_BW_CRUISE,2,91,1778037152000
111,84,24083248,18270264,PROBE_BW_CRUISE,2,84,1778037153000
111,75,24083248,16667704,PROBE_BW_CRUISE,2,75,1778037154000
110,93,23617880,20472144,PROBE_BW_CRUISE,2,93,1778037155000
110,82,23617880,18161168,PROBE_BW_CRUISE,2,82,1778037156000
84,70,22714752,15301976,PROBE_BW_CRUISE,2,70,1778037157000
84,64,22714752,13934176,PROBE_BW_CRUISE,2,64,1778037158000
84,82,18401448,18173600,PROBE_BW_CRUISE,2,72,1778037159000
84,68,18401448,14829008,PROBE_BW_CRUISE,2,68,1778037160000
77,66,18007200,14570088,PROBE_BW_CRUISE,2,66,1778037161000
