inflight_hi,inflight_lo,bw_hi,bw_lo,phase,version,cwnd,timestamp
272,310,90968128,63961464,PROBE_BW_CRUISE,3,232,1778055136000
272,201,90968128,45236880,PROBE_BW_CRUISE,3,201,1778055137000
272,173,90968128,38798336,PROBE_BW_CRUISE,3,173,1778055138000
272,267,60777064,63961464,PROBE_BW_CRUISE,3,232,1778055139000
272,195,60777064,43055712,PROBE_BW_CRUISE,3,195,1778055140000
272,165,60777064,36963784,PROBE_RTT,3,80,1778055141000
272,200,60777064,44289568,PROBE_BW_CRUISE,3,200,1778055142000
272,169,60777064,38716864,PROBE_BW_CRUISE,3,169,1778055143000
272,223,59371976,49311280,PROBE_BW_CRUISE,3,223,1778055144000
272,199,59371976,44081048,PROBE_BW_CRUISE,3,199,1778055145000
272,171,59371976,38265992,PROBE_BW_CRUISE,3,171,1778055146000
272,208,59371976,45170592,PROBE_BW_CRUISE,3,208,1778055147000
272,168,59371976,36528792,PROBE_BW_CRUISE,3,168,1778055148000
235,190,57230864,41129328,PROBE_BW_CRUISE,3,190,1778055149000
235,156,57230864,34248200,PROBE_BW_CRUISE,3,156,1778055150000
235,135,57230864,29551000,PROBE_BW_CRUISE,3,135,1778055151000
235,189,51520752,41130712,PROBE_RTT,3,89,1778055152000
235,155,51520752,34278584,PROBE_BW_CRUISE,3,155,1778055153000
235,144,51520752,31375200,PROBE_BW_CRUISE,3,144,1778055154000
158,155,49695176,33698600,PROBE_BW_CRUISE,3,135,1778055155000
158,121,49695176,26436336,PROBE_BW_CRUISE,3,121,1778055156000
158,105,49695176,22889440,PROBE_BW_CRUISE,3,105,1778055157000
158,123,49695176,26998368,PROBE_BW_CRUISE,3,123,1778055158000
158,108,49695176,23564024,PROBE_BW_CRUISE,3,108,1778055159000
111,95,34078352,21254432,PROBE_BW_CRUISE,3,95,1778055160000
111,88,34078352,19040128,PROBE_BW_CRUISE,3,88,1778055161000
111,76,34078352,16825128,PROBE_BW_CRUISE,3,76,1778055162000
111,93,24410528,20218744,PROBE_BW_CRUISE,3,93,1778055163000
111,83,24410528,18152888,PROBE_BW_CRUISE,3,83,1778055164000
111,73,24410528,16365280,PROBE_BW_CRUISE,3,73,1778055165000
83,69,22957104,15184600,PROBE_BW_CRUISE,3,69,1778055166000
83,63,22957104,13419088,PROBE_BW_CRUISE,3,63,1778055167000
83,82,22957104,18011344,PROBE_RTT,3,39,1778055168000
83,68,22957104,15067216,PROBE_BW_CRUISE,3,68,1778055169000
83,65,22957104,14083312,PROBE_BW_CRUISE,3,65,1778055170000
65,61,18392472,13090432,PROBE_BW_CRUISE,3,56,1778055171000
65,52,18392472,11153000,PROBE_BW_CRUISE,3,52,1778055172000
65,48,18392472,10644824,PROBE_BW_CRUISE,3,48,1778055173000
65,55,14222096,11963600,PROBE_BW_CRUISE,3,55,1778055174000
65,51,14222096,11384304,PROBE_BW_CRUISE,3,51,1778055175000
65,49,14222096,10614440,PROBE_BW_CRUISE,3,49,1778055176000
58,48,13796080,10349992,PROBE_BW_CRUISE,3,48,1778055177000
58,44,13796080,9608440,PROBE_BW_CRUISE,3,44,1778055178000
53,43,12395832,9546296,PROBE_BW_CRUISE,3,43,1778055179000
53,43,12395832,9538016,PROBE_BW_CRUISE,3,43,1778055180000
53,41,12395832,8859984,PROBE_BW_CRUISE,3,41,1778055181000
38,51,12148640,11023880,PROBE_BW_DOWN,3,38,1778055182000
38,32,12148640,6892168,PROBE_BW_CRUISE,3,32,1778055183000
33,28,8538224,6176856,PROBE_BW_CRUISE,3,28,1778055184000
33,24,8271016,5815048,PROBE_BW_CRUISE,3,24,1778055185000
33,22,8271016,4608816,PROBE_BW_CRUISE,3,22,1778055186000
33,28,7235328,6197568,PROBE_BW_CRUISE,3,28,1778055187000
29,32,6952240,6868000,PROBE_BW_DOWN,3,29,1778055188000
29,24,6952240,5241280,PROBE_BW_CRUISE,3,24,1778055189039
24,21,6868000,4346440,PROBE_BW_CRUISE,3,21,1778055190000
24,20,5369704,4218016,PROBE_BW_CRUISE,3,20,1778055191000
26,27,5846120,5846120,PROBE_BW_CRUISE,3,23,1778055192000
26,19,5846120,4148280,PROBE_BW_CRUISE,3,19,1778055193079
25,22,5781912,4883624,PROBE_BW_CRUISE,3,22,1778055194000
21,17,5357280,3764384,PROBE_BW_CRUISE,3,17,1778055195000
28,33,6861792,6861792,PROBE_BW_CRUISE,3,24,1778055196096
28,33,6861792,6861792,PROBE_BW_CRUISE,3,24,1778055197000
28,24,6861792,5297208,PROBE_BW_CRUISE,3,24,1778055198000
28,22,6861792,4844264,PROBE_BW_CRUISE,3,22,1778055199800
24,21,6007688,4673720,PROBE_BW_CRUISE,3,21,1778055200000
24,21,5299280,4603296,PROBE_BW_CRUISE,3,21,1778055201000
21,18,5103184,3941832,PROBE_BW_CRUISE,3,18,1778055202000
18,15,4694432,3332848,PROBE_RTT,3,8,1778055203000
18,16,4351968,3520656,PROBE_BW_CRUISE,3,16,1778055204000
18,16,3982568,3410872,PROBE_BW_CRUISE,3,16,1778055205000
16,16,3784408,3784408,PROBE_BW_CRUISE,3,14,1778055206000
15,12,3784408,2670696,PROBE_BW_CRUISE,3,12,1778055207000
15,18,3546200,3546200,PROBE_BW_DOWN,3,15,1778055208000
16,18,3699480,3699480,PROBE_BW_CRUISE,3,14,1778055209024
16,13,3699480,2881976,PROBE_BW_CRUISE,3,13,1778055210000
17,20,4174520,4174520,PROBE_BW_CRUISE,3,15,1778055211009
17,14,4174520,2935144,PROBE_BW_CRUISE,3,14,1778055212000
16,14,3481296,3084976,PROBE_BW_CRUISE,3,14,1778055213000
16,9,3481296,2447680,PROBE_BW_CRUISE,3,9,1778055214000
16,14,3503392,3131232,PROBE_BW_CRUISE,3,14,1778055215000
24,29,5638984,5638984,PROBE_BW_CRUISE,3,21,1778055216000
24,21,5638984,4400992,PROBE_BW_CRUISE,3,21,1778055217000
22,19,5176376,4183496,PROBE_BW_CRUISE,3,19,1778055218000
21,18,4882240,3943216,PROBE_BW_CRUISE,3,18,1778055219000
21,20,4666816,4201448,PROBE_BW_CRUISE,3,18,1778055220000
22,26,5370392,5370392,PROBE_BW_CRUISE,3,19,1778055221023
22,19,5370392,4244944,PROBE_BW_CRUISE,3,19,1778055222000
22,17,5370392,3775432,PROBE_BW_CRUISE,3,17,1778055223000
22,21,4916760,4637816,PROBE_BW_CRUISE,3,19,1778055224000
21,20,4530104,4324352,PROBE_BW_CRUISE,3,18,1778055225000
