inflight_hi,inflight_lo,bw_hi,bw_lo,phase,version,cwnd,timestamp
170,170,19460616,19460616,PROBE_BW_CRUISE,3,145,1778060310000
170,136,19460616,15285408,PROBE_BW_CRUISE,3,136,1778060311000
170,132,19460616,14849720,PROBE_BW_CRUISE,3,132,1778060312000
170,143,18926888,16149864,PROBE_BW_CRUISE,3,143,1778060313000
170,132,18926888,14938104,PROBE_BW_CRUISE,3,132,1778060314000
170,122,18926888,13595848,PROBE_RTT,3,59,1778060315000
170,138,18926888,15369640,PROBE_BW_CRUISE,3,138,1778060316000
170,130,18926888,14425784,PROBE_BW_CRUISE,3,130,1778060317000
170,125,18926888,13909320,PROBE_BW_CRUISE,3,125,1778060318000
166,138,18574760,15384832,PROBE_BW_CRUISE,3,138,1778060319000
166,129,18574760,14397472,PROBE_BW_CRUISE,3,129,1778060320000
166,99,18574760,13060048,PROBE_BW_CRUISE,3,99,1778060321000
166,126,18574760,14201384,PROBE_BW_CRUISE,3,126,1778060322000
166,123,18574760,13660064,PROBE_BW_CRUISE,3,123,1778060323000
165,140,18221928,15959984,PROBE_BW_CRUISE,3,140,1778060324000
165,134,18221928,15048576,PROBE_BW_CRUISE,3,134,1778060325000
165,123,18221928,13771224,PROBE_RTT,3,60,1778060326000
165,131,18221928,14448568,PROBE_BW_CRUISE,3,131,1778060327000
165,125,18221928,13925200,PROBE_BW_CRUISE,3,125,1778060328000
156,138,18024456,15429016,PROBE_BW_CRUISE,3,133,1778060329000
156,129,18024456,14523824,PROBE_BW_CRUISE,3,129,1778060330000
119,148,17993392,16769896,PROBE_BW_DOWN,3,119,1778060331000
119,99,17993392,11082576,PROBE_BW_CRUISE,3,99,1778060332000
119,102,17993392,12651296,PROBE_BW_CRUISE,3,102,1778060333000
119,97,17993392,10820200,PROBE_BW_CRUISE,3,97,1778060334000
103,115,13155336,12993768,PROBE_BW_DOWN,3,103,1778060335000
103,88,13155336,9839744,PROBE_BW_CRUISE,3,88,1778060336000
103,86,12993768,9698200,PROBE_BW_CRUISE,3,86,1778060337000
103,83,12993768,9207976,PROBE_BW_CRUISE,3,83,1778060338000
103,81,12993768,8910384,PROBE_BW_CRUISE,3,81,1778060339000
103,84,12993768,9372992,PROBE_BW_CRUISE,3,84,1778060340000
103,86,11489944,9652632,PROBE_BW_CRUISE,3,86,1778060341000
103,84,11489944,9434448,PROBE_BW_CRUISE,3,84,1778060342000
103,83,11489944,9147904,PROBE_BW_CRUISE,3,83,1778060343000
102,86,11431944,9622936,PROBE_BW_CRUISE,3,86,1778060344000
102,84,11431944,9416496,PROBE_BW_CRUISE,3,84,1778060345000
102,78,11431944,8608656,PROBE_BW_CRUISE,3,78,1778060346000
102,77,11431944,8612800,PROBE_BW_CRUISE,3,77,1778060347000
102,84,11336664,9330184,PROBE_BW_CRUISE,3,84,1778060348000
102,80,11336664,8896576,PROBE_BW_CRUISE,3,80,1778060349000
102,77,11336664,8619008,PROBE_BW_CRUISE,3,77,1778060350000
85,51,11089480,7796672,PROBE_BW_CRUISE,3,51,1778060351000
85,70,11089480,7908528,PROBE_BW_CRUISE,3,70,1778060352000
85,84,9590488,9515232,PROBE_BW_DOWN,3,84,1778060353000
85,75,9590488,8300016,PROBE_BW_CRUISE,3,73,1778060354000
85,69,9590488,7626128,PROBE_BW_CRUISE,3,69,1778060355000
67,82,9515232,9183808,PROBE_BW_DOWN,3,67,1778060356000
67,57,9515232,6488248,PROBE_BW_CRUISE,3,57,1778060357000
67,55,9515232,6185136,PROBE_BW_CRUISE,3,55,1778060358000
66,60,7493560,6582152,PROBE_RTT,3,29,1778060359000
66,54,7493560,6042216,PROBE_BW_CRUISE,3,54,1778060360000
66,53,7493560,5868904,PROBE_BW_CRUISE,3,53,1778060361000
66,56,7418992,6333584,PROBE_BW_CRUISE,3,56,1778060362000
66,53,7418992,5870288,PROBE_BW_CRUISE,3,53,1778060363000
66,54,7418992,5924144,PROBE_BW_CRUISE,3,54,1778060364000
65,65,7324400,7247760,PROBE_BW_CRUISE,3,56,1778060365000
65,42,7324400,4692360,PROBE_BW_CRUISE,3,42,1778060366000
65,41,7324400,4578440,PROBE_BW_CRUISE,3,41,1778060367000
65,41,7324400,4570152,PROBE_BW_CRUISE,3,41,1778060368111
61,54,6992976,6104352,PROBE_BW_CRUISE,3,52,1778060369000
61,50,6992976,5640368,PROBE_BW_CRUISE,3,50,1778060370000
61,48,6992976,5402848,PROBE_RTT,3,24,1778060371000
61,50,6992976,5531960,PROBE_BW_CRUISE,3,50,1778060372000
61,48,6992976,5331040,PROBE_BW_CRUISE,3,48,1778060373000
54,54,6966736,6145784,PROBE_BW_DOWN,3,54,1778060374000
54,45,6966736,5161880,PROBE_BW_CRUISE,3,45,1778060375000
54,53,6635320,5999408,PROBE_BW_CRUISE,3,46,1778060376000
54,44,6635320,4979592,PROBE_BW_CRUISE,3,44,1778060377000
54,44,6635320,4978216,PROBE_BW_CRUISE,3,44,1778060378000
54,42,6635320,4729648,PROBE_BW_CRUISE,3,42,1778060379000
42,51,5717696,5717696,PROBE_BW_DOWN,3,42,1778060380000
42,37,5717696,4084072,PROBE_BW_CRUISE,3,36,1778060381000
42,34,5717696,3814096,PROBE_BW_CRUISE,3,34,1778060382000
42,25,4764864,3350112,PROBE_BW_CRUISE,3,25,1778060383000
42,25,4764864,2802576,PROBE_BW_CRUISE,3,25,1778060384000
42,25,4764864,2759072,PROBE_BW_CRUISE,3,25,1778060385000
39,39,4738624,4386488,PROBE_BW_DOWN,3,39,1778060386000
39,34,4738624,3754032,PROBE_BW_CRUISE,3,34,1778060387000
39,39,4438968,4418944,PROBE_BW_DOWN,3,39,1778060388000
39,36,4438968,3954264,PROBE_BW_CRUISE,3,34,1778060389000
39,34,4438968,3759552,PROBE_BW_CRUISE,3,34,1778060390000
39,38,4371992,4203520,PROBE_BW_CRUISE,3,34,1778060391000
39,33,4371992,3585552,PROBE_BW_CRUISE,3,33,1778060392000
39,31,4371992,3481296,PROBE_BW_CRUISE,3,31,1778060393000
33,36,3959096,3959096,PROBE_BW_DOWN,3,33,1778060394000
33,29,3959096,3299016,PROBE_BW_CRUISE,3,29,1778060395000
33,28,3959096,3161616,PROBE_BW_CRUISE,3,28,1778060396000
33,29,3959096,3299704,PROBE_BW_CRUISE,3,29,1778060397000
33,29,3959096,3299016,PROBE_BW_CRUISE,3,29,1778060398000
33,29,3959096,3250680,PROBE_BW_CRUISE,3,29,1778060399000
32,30,3627672,3263112,PROBE_BW_CRUISE,3,28,1778060400000
