inflight_hi,inflight_lo,bw_hi,bw_lo,phase,version,cwnd,timestamp
82,69,80753456,71167112,PROBE_BW_CRUISE,3,69,1778047464000
82,54,80753456,53337360,PROBE_BW_CRUISE,3,54,1778047465000
75,55,76451896,55925200,PROBE_BW_CRUISE,3,55,1778047466000
56,41,72595672,41304016,PROBE_BW_CRUISE,3,41,1778047467000
28,23,25332288,21892416,PROBE_BW_CRUISE,3,23,1778047468000
23,20,22937088,18940704,PROBE_RTT,3,9,1778047469000
15,18,17059200,17059200,PROBE_BW_CRUISE,3,13,1778047470333
14,21,16377024,16377024,PROBE_BW_CRUISE,3,12,1778047471045
22,22,22307384,22307384,PROBE_BW_CRUISE,3,19,1778047472000
22,18,22676784,17128240,PROBE_BW_CRUISE,3,18,1778047473000
22,18,22551120,17802824,PROBE_BW_CRUISE,3,18,1778047474000
16,14,17127552,13023456,PROBE_BW_CRUISE,3,14,1778047475222
14,14,13459136,13459136,PROBE_BW_CRUISE,3,12,1778047476000
18,20,18451856,18451856,PROBE_BW_CRUISE,3,16,1778047477187
18,15,18451856,14835224,PROBE_BW_CRUISE,3,15,1778047478000
16,14,16383928,12306760,PROBE_BW_CRUISE,3,14,1778047479023
14,14,11990528,11990528,PROBE_BW_CRUISE,3,12,1778047480090
19,17,19356360,16359072,PROBE_BW_CRUISE,3,17,1778047481033
20,18,20850512,16983248,PROBE_BW_CRUISE,3,18,1778047482023
18,22,18358640,18358640,PROBE_BW_CRUISE,3,16,1778047483117
22,18,21412544,17366448,PROBE_BW_CRUISE,3,18,1778047484090
17,13,15424880,12626440,PROBE_BW_CRUISE,3,13,1778047485128
22,6,23434904,6727152,PROBE_RTT,3,4,1778047486049
22,18,23434904,16260336,PROBE_BW_CRUISE,3,18,1778047487000
18,15,18582352,14262832,PROBE_BW_CRUISE,3,15,1778047488000
16,13,19378456,12150024,PROBE_BW_CRUISE,3,13,1778047489029
16,18,15317168,15317168,PROBE_BW_CRUISE,3,14,1778047490146
17,16,18629992,15116928,PROBE_BW_CRUISE,3,15,1778047491000
16,14,16761608,13003432,PROBE_RTT,3,6,1778047492000
12,10,10937576,10111784,PROBE_BW_CRUISE,3,10,1778047493035
