inflight_hi,inflight_lo,bw_hi,bw_lo,phase,version,cwnd,timestamp
169,173,19427472,19427472,PROBE_BW_CRUISE,2,144,1778039682000
169,140,19427472,15547088,PROBE_BW_CRUISE,2,140,1778039683000
169,128,19427472,14717152,PROBE_BW_CRUISE,2,128,1778039684000
169,124,19427472,13843032,PROBE_BW_CRUISE,2,124,1778039685000
154,131,19427472,14874584,PROBE_BW_CRUISE,2,131,1778039686000
154,123,19427472,13869272,PROBE_BW_CRUISE,2,123,1778039687000
154,119,19427472,13268568,PROBE_BW_CRUISE,2,119,1778039688000
153,152,17226976,16925936,PROBE_BW_CRUISE,2,131,1778039689000
153,124,17226976,13946600,PROBE_BW_CRUISE,2,124,1778039690000
153,121,17226976,13568232,PROBE_BW_CRUISE,2,121,1778039691000
139,149,16786464,16786464,PROBE_BW_CRUISE,2,119,1778039692000
139,115,16786464,13040024,PROBE_BW_CRUISE,2,115,1778039693000
139,110,16786464,12591232,PROBE_BW_CRUISE,2,110,1778039694000
133,118,15250192,13244400,PROBE_BW_CRUISE,2,114,1778039695000
133,112,15250192,12558088,PROBE_BW_CRUISE,2,112,1778039696000
133,106,15250192,11921480,PROBE_BW_CRUISE,2,106,1778039697000
126,117,14585968,13133240,PROBE_BW_CRUISE,2,108,1778039698000
126,106,14585968,12008480,PROBE_BW_CRUISE,2,106,1778039699000
126,106,14585968,11767512,PROBE_BW_CRUISE,2,106,1778039700000
126,106,14469280,11883504,PROBE_BW_CRUISE,2,106,1778039701000
126,99,14469280,11049432,PROBE_BW_CRUISE,2,99,1778039702000
126,95,14469280,10566800,PROBE_BW_CRUISE,2,95,1778039703000
126,124,14100576,14100576,PROBE_BW_CRUISE,2,108,1778039704000
126,100,14100576,11128832,PROBE_BW_CRUISE,2,100,1778039705000
126,97,14100576,10778080,PROBE_BW_CRUISE,2,97,1778039706028
104,86,13593776,9595320,PROBE_BW_CRUISE,2,86,1778039707000
104,81,13593776,8922816,PROBE_BW_CRUISE,2,81,1778039708000
104,102,11583848,11583848,PROBE_BW_CRUISE,2,89,1778039709000
104,87,11583848,9849408,PROBE_BW_CRUISE,2,87,1778039710000
104,84,11583848,9447560,PROBE_BW_CRUISE,2,84,1778039711000
104,88,11240000,9993024,PROBE_BW_CRUISE,2,88,1778039712000
104,86,11240000,9606368,PROBE_BW_CRUISE,2,86,1778039713000
104,83,11240000,9165856,PROBE_BW_CRUISE,2,83,1778039714000
94,81,11172336,9140312,PROBE_BW_CRUISE,2,81,1778039715000
94,78,11172336,8718440,PROBE_BW_CRUISE,2,78,1778039716000
94,76,11172336,8445016,PROBE_BW_CRUISE,2,76,1778039717000
85,72,10421800,8193000,PROBE_BW_CRUISE,2,72,1778039718000
85,70,10421800,7833960,PROBE_BW_CRUISE,2,70,1778039719000
70,81,9339160,9049168,PROBE_BW_CRUISE,2,60,1778039720000
70,58,9339160,6431632,PROBE_BW_CRUISE,2,58,1778039721000
70,57,9339160,6332896,PROBE_BW_CRUISE,2,57,1778039722000
56,48,7608864,5378680,PROBE_BW_CRUISE,2,48,1778039723000
56,46,7608864,5137016,PROBE_BW_CRUISE,2,46,1778039724000
56,47,6333584,5306872,PROBE_BW_CRUISE,2,47,1778039725000
56,45,6333584,4908480,PROBE_BW_CRUISE,2,45,1778039726000
56,44,6333584,4943688,PROBE_BW_CRUISE,2,44,1778039727000
56,46,6287328,5091448,PROBE_BW_CRUISE,2,46,1778039728000
56,47,6287328,5281328,PROBE_BW_CRUISE,2,47,1778039729000
56,44,6287328,4988568,PROBE_BW_CRUISE,2,44,1778039730000
56,48,6225184,5252328,PROBE_BW_CRUISE,2,48,1778039731000
56,47,6225184,5099736,PROBE_BW_CRUISE,2,47,1778039732000
56,44,6225184,4882240,PROBE_BW_CRUISE,2,44,1778039733000
56,55,6096760,6096760,PROBE_BW_CRUISE,2,48,1778039734000
56,46,6096760,5205376,PROBE_BW_CRUISE,2,46,1778039735000
56,44,6096760,4940240,PROBE_BW_CRUISE,2,44,1778039736000
43,53,6096760,5855792,PROBE_BW_CRUISE,2,37,1778039737000
43,37,6096760,4083376,PROBE_BW_CRUISE,2,37,1778039738000
43,36,6096760,3966000,PROBE_BW_CRUISE,2,36,1778039739000
40,40,4791792,4702032,PROBE_BW_CRUISE,2,35,1778039740000
40,35,4791792,3832048,PROBE_BW_CRUISE,2,35,1778039741000
40,34,4791792,3777504,PROBE_BW_CRUISE,2,34,1778039742000
40,33,4791792,3740912,PROBE_BW_CRUISE,2,33,1778039743000
40,33,4791792,3740912,PROBE_BW_CRUISE,2,33,1778039744000
34,29,4604672,3292112,PROBE_BW_CRUISE,2,29,1778039745000
34,27,4604672,2951712,PROBE_BW_CRUISE,2,27,1778039746000
36,37,4123424,4123424,PROBE_BW_CRUISE,2,31,1778039747000
36,31,4123424,3486824,PROBE_BW_CRUISE,2,31,1778039748000
36,31,4123424,3484056,PROBE_BW_CRUISE,2,31,1778039749000
34,35,4036424,3911456,PROBE_RTT,2,17,1778039750000
34,29,4036424,3188544,PROBE_BW_CRUISE,2,29,1778039751000
34,28,4036424,3048376,PROBE_BW_CRUISE,2,28,1778039752000
34,28,3806504,3187160,PROBE_BW_CRUISE,2,28,1778039753000
34,28,3806504,3052520,PROBE_BW_CRUISE,2,28,1778039754000
31,33,3597296,3597296,PROBE_BW_CRUISE,2,27,1778039755000
31,26,3597296,2904072,PROBE_BW_CRUISE,2,26,1778039756000
31,27,3597296,2941360,PROBE_BW_CRUISE,2,27,1778039757000
31,27,3597296,3033880,PROBE_BW_CRUISE,2,27,1778039758000
31,25,3597296,2712816,PROBE_BW_CRUISE,2,25,1778039759000
31,23,3597296,2579552,PROBE_BW_CRUISE,2,23,1778039760000
29,24,3510984,2730072,PROBE_BW_CRUISE,2,24,1778039761000
29,23,3510984,2611320,PROBE_BW_CRUISE,2,23,1778039762000
