inflight_hi,inflight_lo,bw_hi,bw_lo,phase,version,cwnd,timestamp
583,876,94231936,94231936,PROBE_BW_CRUISE,3,497,1778098694000
583,455,94231936,51589112,PROBE_BW_CRUISE,3,455,1778098695000
583,415,94231936,46864288,PROBE_BW_CRUISE,3,415,1778098696000
409,343,65254696,38497984,PROBE_BW_CRUISE,3,343,1778098697000
409,305,65254696,34391128,PROBE_BW_CRUISE,3,305,1778098698000
288,401,65254696,46006048,PROBE_RTT,3,199,1778098699000
288,203,65254696,22798992,PROBE_BW_CRUISE,3,203,1778098700000
288,205,65254696,23027536,PROBE_BW_CRUISE,3,205,1778098701000
289,284,32622168,32374296,PROBE_BW_CRUISE,3,247,1778098702000
289,232,32622168,26152560,PROBE_BW_CRUISE,3,232,1778098703000
289,225,32622168,25222504,PROBE_BW_CRUISE,3,225,1778098704000
289,244,32622168,27177200,PROBE_BW_CRUISE,3,198,1778098705000
289,222,32622168,24920088,PROBE_BW_CRUISE,3,222,1778098706000
289,201,32622168,22557328,PROBE_BW_CRUISE,3,201,1778098707029
199,167,31904088,18743232,PROBE_BW_CRUISE,3,167,1778098708000
199,159,31904088,17759320,PROBE_BW_CRUISE,3,159,1778098709000
187,194,22227288,21906920,PROBE_BW_CRUISE,3,160,1778098710000
187,156,22227288,17443784,PROBE_BW_CRUISE,3,156,1778098711000
187,138,22227288,15440064,PROBE_BW_CRUISE,3,138,1778098712000
187,128,22227288,14260072,PROBE_BW_CRUISE,3,128,1778098713000
168,142,20648208,15933056,PROBE_BW_CRUISE,3,142,1778098714000
168,133,20648208,14904272,PROBE_BW_CRUISE,3,133,1778098715000
168,101,20648208,14517616,PROBE_BW_CRUISE,3,101,1778098716000
168,133,20648208,15109336,PROBE_BW_CRUISE,3,133,1778098717000
168,129,20648208,14425784,PROBE_BW_CRUISE,3,129,1778098718000
127,123,20570880,13999768,PROBE_BW_CRUISE,3,109,1778098719000
127,105,20570880,11878672,PROBE_BW_CRUISE,3,105,1778098720000
127,100,20570880,11170264,PROBE_BW_CRUISE,3,100,1778098721000
127,107,14151672,12036096,PROBE_BW_CRUISE,3,107,1778098722000
127,105,14151672,11761296,PROBE_BW_CRUISE,3,105,1778098723000
127,104,14151672,11529304,PROBE_BW_CRUISE,3,104,1778098724000
116,99,13847176,11115024,PROBE_BW_CRUISE,3,99,1778098725000
116,95,13847176,10469448,PROBE_BW_CRUISE,3,95,1778098726000
116,96,13606896,10931360,PROBE_BW_CRUISE,3,96,1778098727000
116,95,13606896,10637224,PROBE_BW_CRUISE,3,95,1778098728000
116,76,13606896,8539608,PROBE_BW_CRUISE,3,76,1778098729000
116,92,13606896,10227096,PROBE_BW_CRUISE,3,92,1778098730000
88,85,12613320,9608440,PROBE_BW_CRUISE,3,75,1778098731000
88,70,12613320,7903696,PROBE_BW_CRUISE,3,70,1778098732000
88,69,12613320,7656512,PROBE_BW_CRUISE,3,69,1778098733000
69,67,9661608,7550872,PROBE_BW_CRUISE,3,59,1778098734000
69,55,9661608,6158208,PROBE_BW_CRUISE,3,55,1778098735000
69,54,9661608,5959360,PROBE_BW_CRUISE,3,54,1778098736000
69,59,7688272,6647744,PROBE_BW_CRUISE,3,59,1778098737000
69,57,7688272,6296992,PROBE_BW_CRUISE,3,57,1778098738000
69,57,7688272,6273520,PROBE_BW_CRUISE,3,57,1778098739000
69,41,7638560,5370392,PROBE_BW_CRUISE,3,41,1778098740000
69,56,7638560,6118160,PROBE_BW_CRUISE,3,56,1778098741000
69,53,7638560,5892384,PROBE_BW_CRUISE,3,53,1778098742000
69,68,7667560,7667560,PROBE_BW_CRUISE,3,59,1778098743000
69,58,7667560,6426112,PROBE_BW_CRUISE,3,58,1778098744000
69,55,7667560,6236920,PROBE_BW_CRUISE,3,55,1778098745000
69,59,7510128,6703672,PROBE_BW_CRUISE,3,59,1778098746000
69,56,7510128,6241064,PROBE_BW_CRUISE,3,56,1778098747000
69,56,7510128,6341872,PROBE_BW_CRUISE,3,56,1778098748000
69,55,7510128,6088472,PROBE_BW_CRUISE,3,55,1778098749000
69,54,7510128,6002168,PROBE_BW_CRUISE,3,54,1778098750000
68,56,7435560,6346704,PROBE_BW_CRUISE,3,56,1778098751000
68,55,7435560,6158904,PROBE_BW_CRUISE,3,55,1778098752000
68,54,7435560,5902744,PROBE_BW_CRUISE,3,54,1778098753000
68,58,7435560,6626344,PROBE_BW_CRUISE,3,58,1778098754000
68,57,7435560,6256944,PROBE_BW_CRUISE,3,57,1778098755000
68,56,7435560,6185832,PROBE_BW_CRUISE,3,56,1778098756000
67,56,7232568,6255568,PROBE_BW_CRUISE,3,56,1778098757000
67,53,7232568,5917928,PROBE_BW_CRUISE,3,53,1778098758000
67,56,7232568,6254184,PROBE_BW_CRUISE,3,56,1778098759000
67,52,7232568,5800552,PROBE_BW_CRUISE,3,52,1778098760000
67,48,7232568,5481560,PROBE_BW_CRUISE,3,48,1778098761000
50,43,6966048,4728960,PROBE_BW_CRUISE,3,43,1778098762000
50,42,6966048,4653008,PROBE_BW_CRUISE,3,42,1778098763000
50,50,5667984,5667984,PROBE_RTT,3,25,1778098764000
50,42,5667984,4658528,PROBE_BW_CRUISE,3,42,1778098765000
50,39,5667984,4411344,PROBE_BW_CRUISE,3,39,1778098766000
40,49,5465680,5465680,PROBE_BW_CRUISE,3,35,1778098767000
40,32,5465680,3577272,PROBE_BW_CRUISE,3,32,1778098768000
40,32,5465680,3618008,PROBE_BW_CRUISE,3,32,1778098769000
39,39,4552200,4416872,PROBE_BW_CRUISE,3,34,1778098770000
39,34,4552200,3853456,PROBE_BW_CRUISE,3,34,1778098771000
39,31,4552200,3499936,PROBE_BW_CRUISE,3,31,1778098772000
39,31,4552200,3449536,PROBE_BW_CRUISE,3,31,1778098773000
28,28,4308464,3161616,PROBE_BW_CRUISE,3,24,1778098774000
28,23,4308464,2574720,PROBE_BW_CRUISE,3,23,1778098775000
28,18,4308464,3029048,PROBE_BW_CRUISE,3,18,1778098776000
28,16,4308464,1804168,PROBE_BW_CRUISE,3,16,1778098777000
28,27,3172664,3050448,PROBE_BW_CRUISE,3,24,1778098778000
28,24,3172664,2730768,PROBE_BW_CRUISE,3,24,1778098779000
25,27,3121568,2904760,PROBE_BW_CRUISE,3,22,1778098780000
25,21,3121568,2390368,PROBE_BW_CRUISE,3,21,1778098781000
25,19,3121568,2142496,PROBE_BW_CRUISE,3,19,1778098782000
25,22,2770816,2501536,PROBE_BW_CRUISE,3,22,1778098783000
25,21,2770816,2342040,PROBE_BW_CRUISE,3,21,1778098784000
25,21,2770816,2323392,PROBE_BW_CRUISE,3,21,1778098785000
25,20,2770816,2267464,PROBE_BW_CRUISE,3,20,1778098786206
21,17,2560912,1933976,PROBE_BW_CRUISE,3,17,1778098787000
19,19,2364128,2139736,PROBE_BW_CRUISE,3,17,1778098788000
19,16,2364128,1810384,PROBE_BW_CRUISE,3,16,1778098789000
19,14,2364128,1661936,PROBE_BW_CRUISE,3,14,1778098790000
19,17,2089328,1898072,PROBE_BW_CRUISE,3,17,1778098791000
19,17,2089328,1898072,PROBE_BW_CRUISE,3,17,1778098792000
18,17,2010616,1918784,PROBE_BW_CRUISE,3,16,1778098793000
18,16,2010616,1784144,PROBE_BW_CRUISE,3,16,1778098794000
