inflight_hi,inflight_lo,bw_hi,bw_lo,phase,version,cwnd,timestamp
769,752,81769128,81769128,PROBE_BW_CRUISE,3,655,1778097721000
769,628,81769128,71771952,PROBE_BW_CRUISE,3,628,1778097722000
769,574,81769128,65749760,PROBE_BW_CRUISE,3,574,1778097723000
769,519,81769128,59302936,PROBE_BW_CRUISE,3,519,1778097724000
652,526,78620632,59667496,PROBE_BW_CRUISE,3,526,1778097725000
652,461,78620632,52203624,PROBE_BW_CRUISE,3,461,1778097726000
652,538,73323416,60609280,PROBE_RTT,3,262,1778097727000
652,444,73323416,50023840,PROBE_BW_CRUISE,3,444,1778097728000
652,441,73323416,49301616,PROBE_BW_CRUISE,3,441,1778097729000
446,442,71232016,50084600,PROBE_BW_CRUISE,3,380,1778097730000
446,344,71232016,38602248,PROBE_BW_CRUISE,3,344,1778097731000
342,434,49765608,49765608,PROBE_RTT,3,215,1778097732000
342,202,49765608,22915680,PROBE_BW_CRUISE,3,202,1778097733000
342,231,49765608,26102152,PROBE_BW_CRUISE,3,231,1778097734000
342,219,49765608,24920088,PROBE_BW_CRUISE,3,219,1778097735000
341,247,48284568,27918752,PROBE_BW_CRUISE,3,247,1778097736000
341,229,48284568,25787304,PROBE_BW_CRUISE,3,229,1778097737000
341,278,48284568,31083136,PROBE_BW_CRUISE,3,241,1778097738000
341,251,48284568,28043728,PROBE_BW_CRUISE,3,251,1778097739000
328,277,37915928,31471176,PROBE_BW_CRUISE,3,277,1778097740000
328,255,37915928,28602312,PROBE_BW_CRUISE,3,255,1778097741000
328,243,37915928,27112296,PROBE_BW_CRUISE,3,243,1778097742000
328,264,37312464,29661472,PROBE_RTT,3,129,1778097743000
328,211,37312464,23922368,PROBE_BW_CRUISE,3,211,1778097744000
328,226,37312464,25245984,PROBE_BW_CRUISE,3,215,1778097745000
303,317,35868712,35868712,PROBE_BW_CRUISE,3,259,1778097746000
303,247,35868712,27720592,PROBE_BW_CRUISE,3,247,1778097747000
303,232,35868712,25993064,PROBE_RTT,3,113,1778097748000
303,241,35868712,26811944,PROBE_BW_CRUISE,3,241,1778097749000
303,221,35868712,24755064,PROBE_BW_CRUISE,3,221,1778097750000
303,255,35442008,29225104,PROBE_BW_CRUISE,3,255,1778097751000
303,246,35442008,27519672,PROBE_BW_CRUISE,3,246,1778097752000
303,222,35442008,24841376,PROBE_BW_CRUISE,3,222,1778097753000
303,185,35442008,20589520,PROBE_BW_CRUISE,3,185,1778097754000
303,232,35442008,26088344,PROBE_BW_CRUISE,3,232,1778097755000
303,202,35442008,22582880,PROBE_BW_CRUISE,3,202,1778097756000
303,256,33730360,28848112,PROBE_BW_CRUISE,3,256,1778097757000
303,240,33730360,27041176,PROBE_BW_CRUISE,3,240,1778097758000
303,182,33730360,23716616,PROBE_BW_CRUISE,3,182,1778097759000
303,202,33730360,22927416,PROBE_BW_CRUISE,3,202,1778097760000
303,195,33730360,21871704,PROBE_BW_CRUISE,3,195,1778097761000
217,183,33370632,20707592,PROBE_BW_CRUISE,3,183,1778097762000
217,169,33370632,18910320,PROBE_BW_CRUISE,3,169,1778097763000
169,162,24140560,18096264,PROBE_RTT,3,79,1778097764000
169,132,24140560,14713704,PROBE_BW_CRUISE,3,132,1778097765000
169,128,24140560,14314616,PROBE_BW_CRUISE,3,128,1778097766000
169,142,18915840,15950320,PROBE_BW_CRUISE,3,142,1778097767000
169,137,18915840,15247432,PROBE_BW_CRUISE,3,137,1778097768000
169,166,18378664,18378664,PROBE_BW_CRUISE,3,144,1778097769000
169,101,18378664,12921960,PROBE_BW_CRUISE,3,101,1778097770000
169,108,18378664,12319184,PROBE_BW_CRUISE,3,108,1778097771000
134,162,18078312,18078312,PROBE_BW_CRUISE,3,115,1778097772000
134,111,18078312,12451064,PROBE_BW_CRUISE,3,111,1778097773000
134,108,18078312,12107904,PROBE_BW_CRUISE,3,108,1778097774000
134,113,15114864,12651296,PROBE_BW_CRUISE,3,113,1778097775000
134,114,15114864,12870864,PROBE_BW_CRUISE,3,114,1778097776000
134,111,15114864,12398592,PROBE_BW_CRUISE,3,111,1778097777000
132,131,14514848,14514848,PROBE_BW_CRUISE,3,113,1778097778000
132,110,14514848,12130688,PROBE_BW_CRUISE,3,110,1778097779000
120,113,14514848,12625752,PROBE_BW_CRUISE,3,103,1778097780000
120,99,13836816,11052880,PROBE_RTT,3,48,1778097781000
120,97,13836816,10860936,PROBE_BW_CRUISE,3,97,1778097782000
120,94,13836816,10493608,PROBE_BW_CRUISE,3,94,1778097783000
120,91,13385944,10272664,PROBE_BW_CRUISE,3,91,1778097784000
120,93,13385944,10443896,PROBE_BW_CRUISE,3,93,1778097785000
120,90,13385944,10065528,PROBE_BW_CRUISE,3,90,1778097786000
107,91,12972360,10330664,PROBE_BW_CRUISE,3,91,1778097787000
107,90,12972360,10075192,PROBE_BW_CRUISE,3,90,1778097788000
107,107,12887432,12262568,PROBE_BW_CRUISE,3,92,1778097789000
107,88,12887432,9738936,PROBE_BW_CRUISE,3,88,1778097790000
107,85,12887432,9486920,PROBE_BW_CRUISE,3,85,1778097791000
107,64,12887432,7244304,PROBE_BW_CRUISE,3,64,1778097792000
107,85,12887432,9428920,PROBE_BW_CRUISE,3,85,1778097793000
107,83,12887432,9241112,PROBE_BW_CRUISE,3,83,1778097794000
107,91,11891792,10256088,PROBE_BW_CRUISE,3,91,1778097795000
107,88,11891792,9743768,PROBE_BW_CRUISE,3,88,1778097796000
106,105,11581088,11581088,PROBE_BW_CRUISE,3,91,1778097797000
106,90,11581088,7543968,PROBE_BW_CRUISE,3,90,1778097798000
106,63,11581088,6980552,PROBE_BW_CRUISE,3,63,1778097799000
106,61,11581088,6653960,PROBE_BW_CRUISE,3,61,1778097800000
105,90,11595584,10333424,PROBE_BW_CRUISE,3,90,1778097801000
105,86,11595584,9631912,PROBE_BW_CRUISE,3,86,1778097802000
105,89,11595584,9830080,PROBE_RTT,3,43,1778097803000
105,87,11595584,9611896,PROBE_BW_CRUISE,3,87,1778097804000
105,84,11595584,9415800,PROBE_BW_CRUISE,3,84,1778097805000
94,77,11133664,8627296,PROBE_BW_CRUISE,3,77,1778097806000
94,75,11133664,8250992,PROBE_BW_CRUISE,3,75,1778097807000
93,78,10682800,8689440,PROBE_BW_CRUISE,3,61,1778097808000
93,78,10682800,8689440,PROBE_BW_CRUISE,3,78,1778097809000
93,75,10682800,8407728,PROBE_BW_CRUISE,3,75,1778097810000
93,92,10682800,10381064,PROBE_BW_CRUISE,3,80,1778097811000
93,76,10682800,8410488,PROBE_BW_CRUISE,3,76,1778097812000
93,73,10682800,8166760,PROBE_BW_CRUISE,3,73,1778097813000
93,92,10312712,10312712,PROBE_BW_CRUISE,3,80,1778097814000
93,76,10312712,8619704,PROBE_BW_CRUISE,3,76,1778097815000
73,72,10057240,8052832,PROBE_RTT,3,35,1778097816000
73,62,10057240,6892168,PROBE_BW_CRUISE,3,62,1778097817000
73,59,10057240,6488944,PROBE_BW_CRUISE,3,59,1778097818000
72,72,8264112,8133616,PROBE_BW_CRUISE,3,62,1778097819000
72,61,8264112,6985384,PROBE_BW_CRUISE,3,61,1778097820000
72,57,8264112,6428872,PROBE_BW_CRUISE,3,57,1778097821000
71,42,8185400,5754984,PROBE_BW_CRUISE,3,42,1778097822000
71,58,8185400,6511032,PROBE_BW_CRUISE,3,58,1778097823000
71,55,8185400,6062240,PROBE_BW_CRUISE,3,55,1778097824000
66,69,7956856,7831888,PROBE_BW_CRUISE,3,57,1778097825000
66,56,7956856,6158208,PROBE_BW_CRUISE,3,56,1778097826000
66,55,7644080,6153376,PROBE_BW_CRUISE,3,51,1778097827000
66,41,7644080,4481776,PROBE_BW_CRUISE,3,41,1778097828000
66,54,7644080,5949000,PROBE_BW_CRUISE,3,54,1778097829000
59,63,7644080,7132448,PROBE_BW_CRUISE,3,51,1778097830000
59,49,7644080,5572704,PROBE_BW_CRUISE,3,49,1778097831000
59,47,7644080,5226776,PROBE_BW_CRUISE,3,47,1778097832000
59,59,6857648,6658792,PROBE_BW_CRUISE,3,51,1778097833000
59,50,6857648,5650720,PROBE_BW_CRUISE,3,50,1778097834000
59,48,6857648,5373848,PROBE_BW_CRUISE,3,48,1778097835000
59,58,6439224,6439224,PROBE_BW_CRUISE,3,51,1778097836000
59,48,6439224,5422176,PROBE_BW_CRUISE,3,48,1778097837000
59,47,6439224,5215040,PROBE_BW_CRUISE,3,47,1778097838000
59,50,6305968,5607224,PROBE_BW_CRUISE,3,50,1778097839000
59,49,6305968,5456016,PROBE_BW_CRUISE,3,49,1778097840000
59,49,6305968,5426320,PROBE_BW_CRUISE,3,49,1778097841000
59,46,6305968,5093520,PROBE_BW_CRUISE,3,46,1778097842000
59,43,6305968,4870504,PROBE_BW_CRUISE,3,43,1778097843000
48,41,5987664,4586032,PROBE_BW_CRUISE,3,41,1778097844000
48,39,5987664,4434824,PROBE_BW_CRUISE,3,39,1778097845000
40,39,5987664,4363016,PROBE_BW_CRUISE,3,35,1778097846000
40,34,5987664,3818240,PROBE_BW_CRUISE,3,34,1778097847000
40,33,5987664,3666336,PROBE_BW_CRUISE,3,33,1778097848000
40,35,4530104,3934240,PROBE_BW_CRUISE,3,35,1778097849000
40,34,4530104,3754032,PROBE_BW_CRUISE,3,34,1778097850000
40,34,4530104,3780960,PROBE_BW_CRUISE,3,34,1778097851000
34,29,4530104,3291416,PROBE_BW_CRUISE,3,29,1778097852000
34,29,4530104,3231352,PROBE_BW_CRUISE,3,29,1778097853000
34,28,4530104,3069088,PROBE_BW_CRUISE,3,28,1778097854000
34,28,3869336,3147112,PROBE_BW_CRUISE,3,28,1778097855000
34,27,3869336,2913048,PROBE_BW_CRUISE,3,27,1778097856000
34,29,3800976,3270016,PROBE_BW_CRUISE,3,29,1778097857000
34,29,3800976,3270016,PROBE_BW_CRUISE,3,29,1778097858000
34,27,3800976,2942048,PROBE_BW_CRUISE,3,27,1778097859000
29,33,3643552,3643552,PROBE_BW_CRUISE,3,25,1778097860000
29,25,3643552,2817768,PROBE_BW_CRUISE,3,25,1778097861000
29,25,3643552,2780480,PROBE_BW_CRUISE,3,25,1778097862000
28,29,3294872,3246536,PROBE_BW_CRUISE,3,24,1778097863000
28,16,3294872,2316488,PROBE_BW_CRUISE,3,16,1778097864000
28,16,3294872,1623264,PROBE_BW_CRUISE,3,16,1778097865000
28,22,3158160,2359992,PROBE_BW_CRUISE,3,22,1778097866000
28,21,3158160,2225352,PROBE_BW_CRUISE,3,21,1778097867000
83,81,9512464,9008432,PROBE_BW_CRUISE,3,71,1778097868000
83,70,9684392,7914744,PROBE_BW_CRUISE,3,70,1778097869000
83,69,9684392,7656512,PROBE_BW_CRUISE,3,69,1778097870000
67,80,8897264,8897264,PROBE_BW_CRUISE,3,58,1778097871000
67,57,8897264,6450968,PROBE_BW_CRUISE,3,57,1778097872000
67,55,8897264,6148544,PROBE_BW_CRUISE,3,55,1778097873000
67,56,7380328,6290088,PROBE_BW_CRUISE,3,56,1778097874000
67,57,7380328,6479968,PROBE_BW_CRUISE,3,57,1778097875000
67,56,7380328,6261776,PROBE_BW_CRUISE,3,56,1778097876000
67,53,7380328,6011832,PROBE_BW_CRUISE,3,53,1778097877000
66,57,7240160,6435088,PROBE_BW_CRUISE,3,57,1778097878000
66,56,7240160,6146472,PROBE_BW_CRUISE,3,56,1778097879000
66,54,7240160,5929672,PROBE_BW_CRUISE,3,54,1778097880000
66,42,7240160,4709624,PROBE_BW_CRUISE,3,42,1778097881000
66,51,7240160,5775696,PROBE_BW_CRUISE,3,51,1778097882000
65,65,7166280,7166280,PROBE_BW_CRUISE,3,56,1778097883000
65,55,7166280,6074664,PROBE_BW_CRUISE,3,55,1778097884000
65,53,7166280,5894456,PROBE_BW_CRUISE,3,53,1778097885000
63,63,6903216,6903216,PROBE_BW_CRUISE,3,54,1778097886000
63,52,6903216,5734272,PROBE_BW_CRUISE,3,52,1778097887000
63,52,6903216,5700432,PROBE_BW_CRUISE,3,52,1778097888000
52,50,6707816,5531960,PROBE_BW_CRUISE,3,45,1778097889000
52,43,6707816,4731720,PROBE_BW_CRUISE,3,43,1778097890000
52,42,6707816,4743456,PROBE_BW_CRUISE,3,42,1778097891000
52,44,5789504,4746216,PROBE_BW_CRUISE,3,44,1778097892000
52,43,5789504,4798000,PROBE_BW_CRUISE,3,43,1778097893000
52,43,5789504,4799384,PROBE_BW_CRUISE,3,43,1778097894000
52,43,5789504,4804216,PROBE_BW_CRUISE,3,43,1778097895000
52,42,5789504,4636440,PROBE_BW_CRUISE,3,42,1778097896000
52,42,5789504,4592936,PROBE_BW_CRUISE,3,42,1778097897000
52,45,5609984,5028616,PROBE_BW_CRUISE,3,45,1778097898000
52,42,5609984,4599152,PROBE_BW_CRUISE,3,42,1778097899000
49,50,5482944,5482944,PROBE_BW_CRUISE,3,42,1778097900000
49,42,5482944,4754504,PROBE_BW_CRUISE,3,42,1778097901000
49,42,5482944,4741384,PROBE_BW_CRUISE,3,42,1778097902000
49,41,5482944,4563248,PROBE_BW_CRUISE,3,41,1778097903000
49,49,5330352,5328968,PROBE_BW_CRUISE,3,42,1778097904000
49,42,5330352,4686840,PROBE_BW_CRUISE,3,42,1778097905000
49,41,5330352,4545296,PROBE_BW_CRUISE,3,41,1778097906000
41,46,5229544,4974760,PROBE_BW_CRUISE,3,35,1778097907000
41,35,5229544,3886600,PROBE_BW_CRUISE,3,35,1778097908000
41,35,5229544,3961168,PROBE_BW_CRUISE,3,35,1778097909000
41,35,5229544,3862432,PROBE_BW_CRUISE,3,35,1778097910000
41,34,5229544,3864504,PROBE_BW_CRUISE,3,34,1778097911000
41,34,4827000,3815480,PROBE_BW_CRUISE,3,34,1778097912000
41,32,4827000,3624912,PROBE_BW_CRUISE,3,32,1778097913000
41,35,4609512,3942520,PROBE_BW_CRUISE,3,35,1778097915000
41,33,4609512,3712600,PROBE_BW_CRUISE,3,33,1778097916000
33,28,4307088,3151944,PROBE_BW_CRUISE,3,28,1778097917000
33,28,4307088,3059424,PROBE_BW_CRUISE,3,28,1778097918000
33,29,4307088,3232040,PROBE_BW_CRUISE,3,29,1778097919000
33,29,4307088,3252752,PROBE_BW_CRUISE,3,29,1778097920000
30,32,3589696,3589696,PROBE_BW_DOWN,3,30,1778097921000
30,26,3589696,2948952,PROBE_BW_CRUISE,3,26,1778097922000
30,25,3589696,2831576,PROBE_BW_CRUISE,3,25,1778097923000
42,47,5103880,5103880,PROBE_BW_CRUISE,3,36,1778097924000
42,35,5103880,3917664,PROBE_BW_CRUISE,3,35,1778097925000
42,35,5103880,3853456,PROBE_BW_CRUISE,3,35,1778097926000
42,42,4972688,4784888,PROBE_BW_CRUISE,3,36,1778097927000
42,34,4972688,3758168,PROBE_BW_CRUISE,3,34,1778097928000
42,42,4717224,4717224,PROBE_BW_CRUISE,3,36,1778097929000
42,34,4717224,3769912,PROBE_BW_CRUISE,3,34,1778097930000
42,35,4717224,3933544,PROBE_BW_CRUISE,3,35,1778097931000
42,35,4717224,3885216,PROBE_BW_CRUISE,3,35,1778097932000
42,34,4717224,3698104,PROBE_BW_CRUISE,3,34,1778097933207
39,34,4445872,3805816,PROBE_BW_CRUISE,3,34,1778097934000
39,33,4445872,3689816,PROBE_BW_CRUISE,3,33,1778097935000
