inflight_hi,inflight_lo,bw_hi,bw_lo,phase,version,cwnd,timestamp
94,80,102796400,88800776,PROBE_BW_CRUISE,2,80,1778033290000
94,76,102796400,75753144,PROBE_BW_CRUISE,2,76,1778033291000
94,60,93044344,59989944,PROBE_BW_CRUISE,2,60,1778033292172
82,53,83725888,53601800,PROBE_BW_CRUISE,2,53,1778033293121
69,63,68519192,62691024,PROBE_BW_CRUISE,2,59,1778033294000
45,39,61427480,37320064,PROBE_BW_CRUISE,2,39,1778033295000
22,18,20646136,17091648,PROBE_BW_CRUISE,2,18,1778033296000
13,12,12241856,10544704,PROBE_BW_CRUISE,2,12,1778033297000
12,10,9687152,8059736,PROBE_BW_CRUISE,2,10,1778033298000
12,8,8937312,7691032,PROBE_BW_CRUISE,2,8,1778033299230
13,11,12630584,9183120,PROBE_BW_CRUISE,2,11,1778033300000
16,13,14159264,11737128,PROBE_BW_CRUISE,2,13,1778033301614
19,17,19484784,15574016,PROBE_BW_CRUISE,2,17,1778033302049
18,15,17018456,13260288,PROBE_BW_CRUISE,2,15,1778033303079
16,13,18667280,12069928,PROBE_BW_CRUISE,2,13,1778033304000
8,8,8721888,7398968,PROBE_BW_CRUISE,2,7,1778033305000
13,11,11283496,9913624,PROBE_BW_CRUISE,2,11,1778033306066
13,11,11507896,9343992,PROBE_BW_CRUISE,2,11,1778033307666
15,12,13315520,11993288,PROBE_BW_CRUISE,2,12,1778033308000
14,11,12750728,11675680,PROBE_BW_CRUISE,2,11,1778033309614
10,9,7804264,7008856,PROBE_BW_CRUISE,2,9,1778033310749
11,11,10332736,10332736,PROBE_BW_CRUISE,2,10,1778033311000
9,7,7737296,6578008,PROBE_BW_CRUISE,2,7,1778033312000
14,11,9765864,9520064,PROBE_BW_CRUISE,2,11,1778033313095
16,13,14367784,12838416,PROBE_BW_CRUISE,2,13,1778033314039
13,13,11868320,11868320,PROBE_BW_CRUISE,2,12,1778033315000
11,9,9413728,8333160,PROBE_BW_CRUISE,2,9,1778033316049
15,13,12408944,11628040,PROBE_BW_CRUISE,2,13,1778033317049
13,15,14686088,13254072,PROBE_BW_CRUISE,2,12,1778033318000
11,11,9641584,9641584,PROBE_BW_CRUISE,2,10,1778033319000
13,13,12419304,10608920,PROBE_BW_CRUISE,2,12,1778033320000
11,12,11300064,9511776,PROBE_BW_CRUISE,2,10,1778033321000
13,11,10936192,10800176,PROBE_BW_CRUISE,2,11,1778033322055
11,11,10488776,9794176,PROBE_BW_CRUISE,2,10,1778033323000
17,17,15877816,15877816,PROBE_BW_CRUISE,2,15,1778033324071
16,15,13896200,12839792,PROBE_BW_CRUISE,2,14,1778033325133
15,14,13035192,12442088,PROBE_BW_CRUISE,2,13,1778033326083
13,13,12188688,11788224,PROBE_BW_CRUISE,2,12,1778033327166
10,8,7890576,6840384,PROBE_BW_CRUISE,2,8,1778033328000
13,11,10789816,10250568,PROBE_BW_CRUISE,2,11,1778033329230
14,13,12384784,12353016,PROBE_BW_CRUISE,2,12,1778033330000
15,15,14965720,14162024,PROBE_BW_CRUISE,2,13,1778033331000
16,13,14075720,12866720,PROBE_BW_CRUISE,2,13,1778033332049
21,17,17225600,16773344,PROBE_BW_CRUISE,2,17,1778033333039
15,16,16727088,14077792,PROBE_BW_CRUISE,2,13,1778033334000
13,11,11264856,9596008,PROBE_BW_CRUISE,2,11,1778033335000
16,15,14491376,14491376,PROBE_BW_CRUISE,2,14,1778033336071
15,15,14286312,13573064,PROBE_BW_CRUISE,2,13,1778033337066
14,14,13109760,13109760,PROBE_BW_CRUISE,2,12,1778033338142
15,13,12094784,11869008,PROBE_BW_CRUISE,2,13,1778033339249
16,14,12856368,12732776,PROBE_BW_CRUISE,2,14,1778033340000
20,16,17328472,15566424,PROBE_BW_CRUISE,2,16,1778033341079
24,20,21079744,19821728,PROBE_BW_CRUISE,2,20,1778033342000
17,16,15748016,15285408,PROBE_BW_CRUISE,2,15,1778033343099
19,16,17491424,14983672,PROBE_BW_CRUISE,2,16,1778033344047
14,11,12040240,10452872,PROBE_BW_CRUISE,2,11,1778033345000
12,11,9442728,9442728,PROBE_BW_CRUISE,2,11,1778033346083
13,12,11538280,10692464,PROBE_BW_CRUISE,2,12,1778033347199
13,11,11538280,10535040,PROBE_BW_CRUISE,2,11,1778033348000
12,10,11474064,9777600,PROBE_BW_CRUISE,2,10,1778033349083
13,11,11233096,9841816,PROBE_BW_CRUISE,2,11,1778033350000
13,11,12656128,9736864,PROBE_BW_CRUISE,2,11,1778033351000
15,11,13556488,10436992,PROBE_BW_CRUISE,2,11,1778033352000
13,11,12690656,10280952,PROBE_BW_CRUISE,2,11,1778033353071
18,15,15738344,13556488,PROBE_BW_CRUISE,2,15,1778033355000
12,11,10320304,9605680,PROBE_BW_CRUISE,2,11,1778033356000
16,14,14237976,12535304,PROBE_BW_CRUISE,2,14,1778033357095
15,13,14556968,11901456,PROBE_BW_CRUISE,2,13,1778033358000
13,11,11490632,9513848,PROBE_BW_CRUISE,2,11,1778033359000
14,11,13464664,10501896,PROBE_BW_CRUISE,2,11,1778033360000
11,11,9514536,8886216,PROBE_BW_CRUISE,2,10,1778033361071
16,13,14155808,11929080,PROBE_BW_CRUISE,2,13,1778033362000
13,11,11539656,10450112,PROBE_BW_CRUISE,2,11,1778033363071
13,12,11962216,11252424,PROBE_BW_CRUISE,2,12,1778033364047
7,5,5650720,4842192,PROBE_BW_CRUISE,2,5,1778033365000
12,10,9586344,8917984,PROBE_BW_CRUISE,2,10,1778033367099
9,8,8536152,7597128,PROBE_BW_CRUISE,2,8,1778033368047
8,9,7800816,7772504,PROBE_BW_CRUISE,2,7,1778033369000
13,11,11773720,10593728,PROBE_RTT,2,5,1778033370071
14,11,11315952,11246904,PROBE_BW_CRUISE,2,11,1778033371095
17,18,17157240,17157240,PROBE_BW_CRUISE,2,15,1778033372000
18,15,16415688,13102168,PROBE_BW_CRUISE,2,15,1778033373083
18,15,17476928,14730968,PROBE_BW_CRUISE,2,15,1778033374000
20,15,18096264,14322904,PROBE_BW_CRUISE,2,15,1778033375032
20,18,19417120,17046768,PROBE_BW_CRUISE,2,18,1778033376000
18,18,18731488,18731488,PROBE_BW_CRUISE,2,16,1778033377000
15,15,14895984,14204832,PROBE_BW_CRUISE,2,13,1778033378000
13,11,12496632,10193264,PROBE_BW_CRUISE,2,11,1778033379000
15,14,14480328,12231496,PROBE_BW_CRUISE,2,13,1778033380000
13,14,13513680,13513680,PROBE_BW_CRUISE,2,12,1778033381058
16,13,15734896,12348880,PROBE_BW_CRUISE,2,13,1778033382058
13,13,10992816,10992816,PROBE_BW_CRUISE,2,12,1778033383285
13,11,12404808,11125384,PROBE_BW_CRUISE,2,11,1778033384000
12,10,9362640,8677696,PROBE_BW_CRUISE,2,10,1778033385000
20,14,14657088,12542208,PROBE_BW_CRUISE,2,14,1778033386095
17,14,14188952,13106312,PROBE_BW_CRUISE,2,14,1778033387071
22,18,20793896,16027648,PROBE_BW_CRUISE,2,18,1778033388392
25,21,23530880,20394808,PROBE_BW_CRUISE,2,21,1778033389000
24,20,21595520,18935864,PROBE_BW_CRUISE,2,20,1778033390000
20,18,18039648,16181624,PROBE_BW_CRUISE,2,18,1778033391166
20,17,18880632,15779776,PROBE_BW_CRUISE,2,17,1778033392000
18,17,17617088,16584848,PROBE_BW_CRUISE,2,16,1778033393000
9,9,9879104,8468488,PROBE_BW_CRUISE,2,8,1778033394000
13,11,11793744,11413992,PROBE_BW_CRUISE,2,11,1778033395000
15,12,13566848,11141264,PROBE_BW_CRUISE,2,12,1778033396124
15,13,13662824,11278664,PROBE_BW_CRUISE,2,13,1778033397000
13,14,13640040,13640040,PROBE_BW_CRUISE,2,12,1778033398285
12,11,12256352,10608224,PROBE_BW_CRUISE,2,11,1778033399285
11,11,10321688,10321688,PROBE_BW_CRUISE,2,10,1778033400000
13,11,12408944,10261616,PROBE_BW_CRUISE,2,11,1778033401000
7,6,5550608,4570840,PROBE_BW_CRUISE,2,6,1778033402000
11,11,9610512,9610512,PROBE_BW_CRUISE,2,10,1778033403071
13,11,12468328,10523992,PROBE_BW_CRUISE,2,11,1778033404000
13,12,11017672,10394872,PROBE_BW_CRUISE,2,12,1778033405066
11,10,10814672,8850312,PROBE_BW_CRUISE,2,10,1778033406153
11,10,10158736,9787960,PROBE_BW_CRUISE,2,10,1778033407199
9,8,8515440,7588848,PROBE_BW_CRUISE,2,8,1778033408000
11,9,10289232,7986552,PROBE_BW_CRUISE,2,9,1778033409000
12,10,9813504,8670104,PROBE_BW_CRUISE,2,10,1778033410111
14,13,12875696,12551872,PROBE_BW_CRUISE,2,12,1778033411047
13,11,11398800,10827104,PROBE_BW_CRUISE,2,11,1778033412227
16,13,13569608,12720344,PROBE_BW_CRUISE,2,13,1778033413000
16,19,18404216,17125480,PROBE_BW_CRUISE,2,14,1778033414000
14,11,12350952,10262304,PROBE_BW_CRUISE,2,11,1778033415000
14,11,11233096,8356632,PROBE_BW_CRUISE,2,11,1778033416299
16,13,13802296,12665104,PROBE_BW_CRUISE,2,13,1778033417083
14,11,11255184,10133880,PROBE_BW_CRUISE,2,11,1778033418000
11,11,11368424,11368424,PROBE_BW_CRUISE,2,10,1778033419000
7,9,9259064,8284832,PROBE_BW_CRUISE,2,6,1778033420000
12,11,10470136,10067600,PROBE_BW_CRUISE,2,11,1778033421000
12,11,9296352,8527872,PROBE_BW_CRUISE,2,11,1778033422000
10,9,8689440,8606584,PROBE_BW_CRUISE,2,9,1778033424176
11,10,9271496,8646632,PROBE_BW_CRUISE,2,10,1778033425000
13,12,11392592,11392592,PROBE_BW_CRUISE,2,12,1778033426111
15,11,13664200,10289232,PROBE_BW_CRUISE,2,11,1778033427095
13,11,12206640,9671272,PROBE_BW_CRUISE,2,11,1778033428000
14,11,11638392,11638392,PROBE_BW_CRUISE,2,11,1778033429181
15,12,13274096,10477728,PROBE_BW_CRUISE,2,12,1778033430000
17,16,15326832,15326832,PROBE_BW_CRUISE,2,15,1778033431000
13,11,11107432,9252856,PROBE_BW_CRUISE,2,11,1778033432142
13,12,11158520,9651248,PROBE_BW_CRUISE,2,12,1778033433166
18,16,15445592,13968696,PROBE_BW_CRUISE,2,16,1778033434066
18,15,17849080,14429920,PROBE_BW_CRUISE,2,15,1778033435117
22,18,22384712,16038008,PROBE_BW_CRUISE,2,18,1778033436071
24,20,23057224,18650704,PROBE_BW_CRUISE,2,20,1778033437000
20,18,19107792,16991528,PROBE_BW_CRUISE,2,18,1778033438000
19,17,16463328,15353760,PROBE_BW_CRUISE,2,17,1778033439142
13,12,11799960,11445752,PROBE_BW_CRUISE,2,12,1778033440000
11,9,10490848,8809576,PROBE_BW_CRUISE,2,9,1778033441039
12,10,9622936,8846864,PROBE_BW_CRUISE,2,10,1778033442000
13,12,10985912,10619968,PROBE_BW_CRUISE,2,12,1778033443000
14,11,11662560,11614920,PROBE_BW_CRUISE,2,11,1778033444052
11,11,11324928,10136640,PROBE_BW_CRUISE,2,10,1778033445000
12,10,10622728,9573920,PROBE_BW_CRUISE,2,10,1778033446000
12,10,10539872,10539872,PROBE_BW_CRUISE,2,10,1778033447149
14,13,13563400,10790512,PROBE_BW_CRUISE,2,12,1778033448222
18,16,15867464,14037048,PROBE_BW_CRUISE,2,16,1778033449071
22,18,20840160,16734680,PROBE_BW_CRUISE,2,18,1778033450166
22,16,19831392,15974480,PROBE_BW_CRUISE,2,16,1778033451000
16,14,13732560,12822536,PROBE_BW_CRUISE,2,14,1778033452000
18,16,17248384,16733992,PROBE_BW_CRUISE,2,16,1778033453083
18,16,15339256,13684920,PROBE_BW_CRUISE,2,16,1778033454222
18,15,17837344,14733032,PROBE_BW_CRUISE,2,15,1778033455000
17,14,17106840,14618416,PROBE_BW_CRUISE,2,14,1778033456000
19,16,17956792,16693256,PROBE_BW_CRUISE,2,16,1778033457130
22,17,21251672,16161600,PROBE_BW_CRUISE,2,17,1778033458000
13,11,12399968,10329280,PROBE_BW_CRUISE,2,11,1778033459071
16,14,14634992,12416544,PROBE_BW_CRUISE,2,14,1778033460000
16,13,13945912,11468544,PROBE_BW_CRUISE,2,13,1778033461000
13,11,11638392,10124904,PROBE_BW_CRUISE,2,11,1778033462071
11,10,12650608,9248712,PROBE_BW_CRUISE,2,10,1778033463000
14,12,11527920,11347016,PROBE_BW_CRUISE,2,12,1778033464000
13,15,13360400,13000672,PROBE_BW_CRUISE,2,12,1778033465000
12,10,11928384,8660440,PROBE_BW_CRUISE,2,10,1778033466000
15,15,14131648,13446016,PROBE_BW_CRUISE,2,13,1778033467071
14,13,13012408,12363376,PROBE_BW_CRUISE,2,12,1778033468222
15,15,14638440,14096432,PROBE_BW_CRUISE,2,13,1778033469000
15,12,12531160,10316160,PROBE_BW_CRUISE,2,12,1778033470071
15,12,14202072,11589368,PROBE_BW_CRUISE,2,12,1778033471000
11,9,10673824,8436040,PROBE_BW_CRUISE,2,9,1778033472000
11,10,10797416,9424088,PROBE_BW_CRUISE,2,10,1778033473000
15,13,13579280,10869224,PROBE_BW_CRUISE,2,13,1778033474000
12,11,12668560,9555968,PROBE_BW_CRUISE,2,11,1778033475000
12,14,13718752,11279352,PROBE_BW_CRUISE,2,11,1778033476222
13,11,10725608,10595104,PROBE_BW_CRUISE,2,11,1778033477055
8,6,6900456,5576840,PROBE_BW_CRUISE,2,6,1778033478000
14,11,13417712,11025952,PROBE_BW_CRUISE,2,11,1778033479000
14,11,12460040,10166336,PROBE_BW_CRUISE,2,11,1778033480117
11,14,13130480,12433112,PROBE_BW_CRUISE,2,10,1778033481000
11,10,8967000,8967000,PROBE_BW_CRUISE,2,10,1778033482083
8,10,8591392,8360776,PROBE_BW_CRUISE,2,7,1778033483166
11,10,10686936,9521440,PROBE_BW_CRUISE,2,10,1778033484052
13,13,12088576,10250568,PROBE_BW_CRUISE,2,12,1778033485000
12,11,10430776,9791416,PROBE_BW_CRUISE,2,11,1778033486799
13,13,11950480,11264160,PROBE_BW_CRUISE,2,12,1778033487142
20,16,18600304,15270216,PROBE_BW_CRUISE,2,16,1778033488222
13,11,12154856,9352968,PROBE_BW_CRUISE,2,11,1778033489000
15,10,12327472,9229376,PROBE_BW_CRUISE,2,10,1778033490083
15,15,14127504,14127504,PROBE_BW_CRUISE,2,13,1778033491142
13,11,11911128,10452872,PROBE_BW_CRUISE,2,11,1778033492000
9,9,9845960,9474488,PROBE_BW_CRUISE,2,8,1778033493142
9,8,7526704,7526704,PROBE_BW_CRUISE,2,8,1778033494000
10,10,10338256,9471040,PROBE_BW_CRUISE,2,9,1778033495000
15,12,14313240,11101216,PROBE_BW_CRUISE,2,12,1778033496099
13,15,14550752,13805056,PROBE_BW_CRUISE,2,12,1778033497090
13,15,13226448,12946128,PROBE_BW_CRUISE,2,12,1778033498000
7,6,5619648,5619648,PROBE_BW_CRUISE,2,6,1778033499000
10,9,7671696,7015072,PROBE_BW_CRUISE,2,9,1778033500214
11,12,10878888,10878888,PROBE_BW_CRUISE,2,10,1778033501071
13,12,13459824,11340808,PROBE_BW_CRUISE,2,12,1778033502000
10,9,8189544,6928072,PROBE_BW_CRUISE,2,9,1778033503000
8,8,6852120,5891696,PROBE_BW_CRUISE,2,7,1778033504071
9,9,8668032,8212328,PROBE_BW_CRUISE,2,8,1778033505000
13,11,11354616,10359664,PROBE_BW_CRUISE,2,11,1778033506000
14,11,12214928,10358280,PROBE_BW_CRUISE,2,11,1778033507090
17,15,13784344,12219760,PROBE_BW_CRUISE,2,15,1778033508000
16,13,13595848,13096648,PROBE_BW_CRUISE,2,13,1778033509000
